Gap ID,Category,Gap/Question,Impact/Notes
G0203,Ambiguity,"J2 RN-01 confirms escalation is triggered by channel or thread, never by naming a specific specialist — but the design never specifies channel membership/claim mechanics. If multiple specialists subscribe to the same channel, what prevents duplicated or absent responses?",This is an Omni-Channel-style 'claim' behavior that channel/thread messaging doesn't provide natively — needs either a bot-mediated claim step or an accepted risk that responses aren't deduplicated. Affects Slackbot build scope.
G0204,Potential Risk,Today 'não existe processo formal de escalonamento' — atendentes look for a supervisor in person or lean on personal WhatsApp groups. E02 defines the new Slack-based path but nowhere states these informal channels are decommissioned or discouraged once it goes live.,"Without explicit decommissioning, adoption risk is high: attendants under time pressure may keep using informal workarounds, leaving the new flow underused and the LGPD exposure of ungoverned personal-channel sharing unaddressed."
G0205,Capability Gap,No Slack-product documentation exists anywhere in this project's knowledge/ (confirmed via search — hits only return Service Cloud/Tableau/Agentforce content). The epic's entire Slack UX is grounded only in general integration knowledge.,Every J2-specific Slack interaction claim is currently 🟡/🔴 by the project's own grounding discipline. Recommend sourcing Slack for Service Cloud implementation docs into knowledge/ before design/quantum-leap treat these behaviors as settled.
G0206,Logical Gap,"E02's flow assumes a clean binary at the Slackbot-consult step (RN-08: answers or 'não sei'). L-13(J2) — whether T7 and Slackbot are the same component, one replaces the other, or coexist — is E07's question, but E02's escalation trigger depends on that answer: if they coexist with different knowledge bases, 'não sei' from one doesn't mean 'não sei' from both.",Genuine boundary problem between E02 (flow) and E07 (knowledge/AI layer) — E02 cannot finalize its escalation trigger logic until E07 resolves L-13(J2). Flag as a cross-epic dependency.
G0207,Missing Requirement,Does this epic require dedicated change-management/training for atendentes de mesa learning to consult a Slackbot mid-interaction without leaving the guichê — a materially different in-person workflow than exists today? The inventory's extraction matrix marks governance as fully Unknown.,"Buyer-facing question: confirm whether PRODESP's own L&D/operations team owns training rollout, or whether the engagement needs to scope it. If unowned, adoption of the whole J2 flow is at risk."
G0208,Source Conflict,"The Jackson tactical deck's real-time escalation/huddle narrative and 'official channels replacing personal WhatsApp groups' story is illustrated entirely with external case studies (Nubank, Nutanix, Salesforce internal, Sammons), not Poupatempo data.","Keep this material as inspiration for the Slackbot/escalation UX, explicitly labeled as external benchmark, not as evidence of Poupatempo-specific need."
G0401,Missing Requirement,"The client has not yet defined the actual selection criteria our service needs to implement: eligibility rules, prioritization logic when multiple valid candidates exist, and contact-method fallback if WhatsApp dispatch fails before the API even reaches the scheduling system.","Epic E04 cannot be built as an API/service — even with the agreed 'client defines rules, we build implementation' framing — without the rules themselves. Single largest blocker to sizing or starting E04."
G0402,Logical Gap,"The external scheduling system retains its own selection logic and final decision authority (F2.3, Confirmed), and our service also applies client-defined selection rules before calling it. Undefined what happens when the two disagree.","Without a defined precedence/reconciliation contract, the two selection layers can silently work at cross purposes — our service reports success on a candidate the external system never honors, producing confusing or duplicate outreach."
G0403,Potential Risk,"E-06's 'one retry, no requeue' failure policy means: if the single retry also fails, a valid, otherwise-eligible anticipation opportunity is silently dropped for that idle-attendant cycle — no automatic path back into consideration on the next cycle is defined.",Directly undermines the epic's own value case (R-07) — a transient API failure becomes an additional reason anticipation fails to realize. Worth confirming whether a dropped opportunity should re-enter candidate selection on the next trigger cycle.
G0404,Missing Requirement,"RN-07 requires every não atendimento to be registered in the scheduling system to prevent duplicate dispatch (R-03), but the technical mechanism is undefined: idempotency key, and which system is the system of record.","Without a defined idempotency/registration mechanism, R-03 is a named risk with no implemented control — RN-07 is presently a policy statement, not a buildable requirement. Also determines where retry (E-06) and re-selection (G0403) can safely read state from."
G0405,Logical Gap,"RN-17 gives the live queue precedence over anticipation, but there is a race condition: our service selects/dispatches an anticipation offer the moment the queue is empty, then a live citizen enters the queue before the citizen responds. No rule defines whether the in-flight offer is cancelled, allowed to complete, or contends with the new live case.","Without a defined behavior, RN-17's precedence rule can be violated in practice at exactly the moment it matters most, and the attendant could end up double-booked or the live citizen delayed."
G0406,Ambiguity,"RN-16 keeps cross-channel cancellation manual in the MVP (R-04 names the resulting occupied-slot risk), but for E04 it's unclear whether the selection service checks current appointment status before offering it for anticipation, or selects purely off data that could already be stale.","If the service can select an already-cancelled appointment (since cancellation isn't guaranteed to be reflected promptly under RN-16), it offers anticipation on a slot that no longer exists — a variant of R-04 compounding with the selection service's own logic."
G0407,Capability Gap,"L-31 asks whether a case from the spontaneous live queue follows the same routing/cancellation path as an anticipated one. For E04 specifically: does the selection service need to be aware of a citizen already in the live queue who also holds a future scheduled appointment, to suppress or cancel it?","If unaddressed, the same person/appointment pair could be handled twice — once via the live queue and once via anticipation selection — reintroducing a duplicate-dispatch risk RN-07 was meant to close, through a path RN-07's registration mechanism may not cover."
G0501,Missing Requirement,"O sistema de dados de funcionários da PRODESP que serve de fonte de verdade para este autoprovisionamento não foi identificado — nome do sistema, formato de dados, e se expõe API (REST/SOAP/arquivo) são todos desconhecidos. A descrição do épico assume 'premissa de API exposta', mas isso é uma premissa não confirmada, não um fato levantado em discovery.","Sem essa confirmação não é possível desenhar a integração (MuleSoft real-time vs. batch), estimar esforço, ou validar se o padrão de réplica direta via Platform Events (decisão Q3, sem ETL) é compatível com o que este sistema de RH consegue entregar."
G0502,Missing Requirement,"O evento que dispara o provisionamento não está definido: é um evento de admissão/mudança de cargo no sistema de RH (push), uma solicitação manual de um gestor/administrador (pull), ou uma carga/sincronização agendada (ex.: nightly batch)?","Determina se a arquitetura precisa de um listener de evento, uma tela de solicitação administrativa, ou um job agendado — são três desenhos técnicos distintos com custos e riscos de atraso diferentes."
G0503,Logical Gap,"O que ocorre quando um atendente é desativado (desligamento, licença, mudança de função) enquanto está com casos abertos, em uma fila do Omni-Channel, ou no meio de uma capacidade de atendimento em curso? O épico cobre 'habilitar/inativar' mas não descreve o comportamento de desprovisionamento em voo.","Sem uma regra de transbordo de casos/reassignment de fila na inativação, casos podem ficar orfãos ou presos em uma fila cujo dono não está mais disponível — risco operacional direto sobre o SLA de atendimento ao cidadão."
G0504,Ambiguity,"Não está definido se este é um carregamento único (bulk load inicial dos atendentes existentes) seguido de manutenção manual, ou uma sincronização contínua e automatizada com o sistema de RH. Agravado pelo fato de que a contagem de atendentes/postos hoje é 'Unknown' — não há um número-base para dimensionar a carga inicial.","Um bulk load único é um esforço de migração pontual; uma sincronização contínua é uma integração viva com monitoramento, retry e reconciliação — sizing muda substancialmente entre os dois cenários."
G0505,Missing Requirement,"A governança e titularidade dos dados de identidade de funcionários que cruzam do sistema de RH da PRODESP para o Salesforce não foi considerada — quem é o data owner, qual base legal (LGPD) ampara o tratamento de dado de colaborador público, e por quanto tempo esses dados vivem no Salesforce após desligamento.","Distinto do ângulo de LGPD já mapeado para dado do cidadão (WhatsApp, biometria, gov.br). Pode exigir aprovação jurídica/DPO adicional específica para dados de servidor público antes do desenho técnico avançar."
G0506,Capability Gap,"A busca na base de conhecimento (service_cloud_3-27-2026.md) por provisionamento de Service Resource/permission set/licença/Omni-Channel não retornou nenhuma seção sobre como automatizar essa criação/atribuição — apenas um cabeçalho geral, uma tabela de métricas de ociosidade e um schema 'WorkerDetails'.",Qualquer desenho de automação de provisionamento precisa ser validado contra documentação de admin/API do Salesforce fora desta KB — não tratar o silêncio da KB como confirmação de viabilidade nem como ausência de capability.
G0507,Logical Gap,"Não há regra de mapeamento definida entre atributos do sistema de RH (cargo, unidade/posto, especialidade) e as construções do Salesforce (qual Queue, quais skills do Omni-Channel, qual capacidade de atendimento).","Sem esse crosswalk, o time de build não tem como automatizar a atribuição correta — cada atendente poderia cair na fila errada ou sem a habilidade certa, prejudicando o roteamento das Jornadas 1 e 2."
G0508,Assumption,"A premissa de que o sistema de RH da PRODESP expõe uma API é uma suposição do usuário nesta sessão (Q2), não uma confirmação técnica. Alternativas plausíveis — extração em arquivo, sistema intermediário, ou entrada manual — mudariam completamente a forma da solução.","Se a premissa de API cair, o épico passa de 'integração de sistema' para 'ETL de arquivo' ou 'ferramenta de admin manual' — o que pode conflitar com a decisão Q3 que já exclui ETL complexo nesta fase."
G0601,Ambiguity,"E06 says 'Tableau' without especificar qual produto — classic Tableau, CRM Analytics, ou Tableau Next (o único cobertos pela KB do projeto, com edições e permission set próprios). São três SKUs de licenciamento, modelos de conectividade e esforços de build distintos, não nomes intercambiáveis.","Sizing, custo de licenciamento e arquitetura de integração divergem por escolha de produto. Precisa de decisão explícita do cliente/account owner antes de sizing/design."
G0602,Logical Gap,"O Omni-Channel já expõe ociosidade/disponibilidade de fila nativamente e em tempo real via Command Center for Service. E06 não diz se o pedido é (a) expor essa visão nativa a stakeholders, (b) uma camada histórica/trend que o Salesforce não retém nativamente, ou (c) replicação completa para uma ferramenta externa.",São builds muito diferentes (configuração/exposição vs. modelo de dados histórico vs. pipeline de ETL/replicação). Confirmar qual muda o épico de esforço quase zero para uma integração real.
G0603,Missing Requirement,"Custo por mensagem e taxa de resposta do WhatsApp são dores confirmadas (R-02), mas nenhum sistema de registro para esses dados foi identificado em nenhuma fonte. Não está claro se a camada de integração WhatsApp/BSP já captura custo por mensagem e resultado de entrega/resposta de forma consultável, ou se essa instrumentação em si não existe.","Se a integração WhatsApp não emite dados de custo/resposta para o Salesforce (ou outro repositório acessível), E06 implicitamente requer construir essa instrumentação primeiro — uma dependência maior e atualmente fora de escopo, não apenas um dashboard sobre dados existentes."
G0604,Ambiguity,"E06 não diz quem consome esses dashboards — equipes de operação interna monitorando filas no dia a dia, ou relatório executivo/cliente usado para justificar investimento continuado no programa de antecipação.","A audiência muda o escopo materialmente: um dashboard operacional é um artefato in-app dentro do org existente; um entregável executivo implica compartilhamento externo, camada narrativa polida, possivelmente outro tier de licença e uma cadência de relatório recorrente — nada disso está nomeado."
G0605,Capability Gap,"R-07 aponta uma métrica crítica para o business case: com que frequência a fila viva está de fato vazia no momento da ociosidade, necessária 'antes de dimensionar o ganho' de toda a capacidade de antecipação. O escopo de E06 (dashboards WhatsApp + ociosidade/disponibilidade de atendentes) parece ser do lado do atendente, não a frequência de fila-vazia do ponto de vista do robô (gateway 1b). Não está confirmado se E06 como escopado produz a métrica de R-07.","Se E06 não produz a métrica de R-07, o business case da Jornada 1 não tem como validar sua premissa central antes ou durante o piloto — uma lacuna de medição fundamental, não apenas um gap de relatório."
G0606,Missing Requirement,"R-08 (taxa de conclusão da autenticação gov.br) e E-24 (quatro causas de falha distintas hoje roteadas para o mesmo destino indiferenciado, precisando de 'um braço novo no fluxo para cada caso distinto') exigem instrumentação por estágio de funil e por causa na Jornada 1. O enquadramento atual de E06 não menciona funil de autenticação ou detalhamento de causas de abandono.","Trabalho de instrumentação adicional fora de escopo, não subproduto de E06 como escrito: requer o retrabalho de fluxo de E-24 (dividir o destino colapsado em ramos distintos) antes que qualquer dashboard possa reportar sobre isso."
G0607,Potential Risk,"E06 não tem precedente em nenhuma das quatro fontes de discovery originais — foi adicionado pelo account owner nesta sessão (Q2), sem sponsor nomeado, decisão ou consumidor posterior associado, diferente de E05 que ao menos mapeia para uma necessidade de integração nomeada. Há risco de este épico virar escopo genérico 'bom ter' sem ask concreto de stakeholder ancorando tamanho ou prioridade.","Recomenda-se ancorar E06 a uma decisão ou necessidade de stakeholder específica antes de estimar — caso contrário, risco de scope creep aberto ou, inversamente, de ser cortado por falta de dono."
G0301,Missing Requirement,"The actual integration mechanism between Salesforce and the legacy CRM/ServiceDesk system is unspecified: synchronous REST call vs. event-driven (platform event/outbound message), and which system initiates at each of the four trigger points (J1 passos 4, 12, 25; J2 passo 6). The epic's own kb_sources note assumes a MuleSoft layer as a Q1 product decision, but doesn't say whether Salesforce pulls the protocol on demand or the legacy system pushes it.","Determines whether this is an Apex callout, a Flow-orchestrated call, or a MuleSoft-mediated integration, and who owns retry/timeout logic. Blocks integration architecture and effort sizing for E03 until resolved."
G0302,Logical Gap,"RN-13 confirms the legacy protocol is a blocking dependency (""sem ele não existe interação""), and the inventário's own risk column explicitly flags that this needs a degraded mode that does not yet exist (""Precisa de modo degradado sem protocolo""). No design specifies what happens operationally when the legacy system is unavailable or slow at exactly the moment a protocol is needed (J1 passos 4/12/25, J2 passo 6): does the citizen/attendant see an error, is the interaction queued and retried, or is the channel closed outright? No timeout threshold or retry policy is defined.","Without a degraded-mode design, legacy-system unavailability becomes a full channel outage — the single largest availability risk in E03. This is a known-but-unresolved gap the client's own materials flag; it should be raised as a build-blocking open question, not left implicit."
G0303,Ambiguity,"""Zero migration"" é confirmado como não haver carga de dados históricos no novo ambiente no go-live. Mas RN-05 exige que o agente de IA entregue um resumo do histórico ao atendente. Se nada é migrado, esse resumo se limita à atividade gerada nativamente no Salesforce após o go-live, ou exige uma consulta em tempo real ao histórico de tickets do ServiceDesk legado para cidadãos com atendimentos pré-existentes?","Se uma consulta retroativa for necessária, isso é um segundo caminho de leitura não documentado, além da busca do protocolo (início) e envio de transcrição/anexos/histórico (fechamento) já escopados — ampliando materialmente a superfície de integração de E03 e os requisitos de acesso a dados do Agentforce."
G0304,Missing Requirement,"Não existe mapeamento de dados campo a campo entre o modelo de ticket legado (formato do número de protocolo, valores de status, taxonomia de categoria/prioridade) e o objeto Case do Salesforce (campos, record types, picklist de status), nem o formato do payload de transcrição/anexos/histórico enviado no fechamento do caso (campos estruturados vs. texto livre, limites de tamanho/tipo de anexo).","Bloqueia o design do schema do Case e a construção da integração de fechamento. Sinalizado como gap, e não inventado o schema do sistema legado — pelas regras de grounding deste projeto, supor a lista de campos de um sistema terceiro é uma suposição 🔴, não um default seguro."
G0305,Ambiguity,"O épico cita três pontos de disparo separados na J1 (passos 4, 12, 25) mais um na J2 (passo 6) para ""fornece o protocolo"", mas não está claro se é um protocolo buscado uma vez e mantido ao longo do caso, ou re-buscado/re-validado independentemente em cada etapa contra possivelmente endpoints legados diferentes (consulta vs. atualização vs. confirmação de encerramento).","Muda se isso é uma ação de integração reutilizada três vezes ou três padrões de chamada distintos, cada um precisando de seu próprio contrato de tratamento de erro e retentativa — afeta diretamente o sizing de complexidade de integração."
G0306,Potential Risk,"J2 RN-02 declara que toda solicitação de apoio especializado se torna um ticket no ServiceDesk legado (""de service desk apenas""), separado de qualquer Case vinculado ao fluxo J1. Não está especificado se esse ticket J2 é vinculado de volta ao Case/thread do Salesforce de origem ou vive apenas no sistema legado sem referência cruzada.","Se não vinculado, atendentes e qualquer relatório do lado Salesforce perdem visibilidade sobre os resultados do apoio especializado para uma dada interação do cidadão — também prejudica E06 (Observabilidade/Tableau), que não teria fonte de dados para o resultado desse subfluxo."
G0307,Source Conflict,"RN-11 declara que uma falha de entrega no WhatsApp é sinalizada ao sistema legado como uma escrita de saída independente do handoff no fechamento, mas a descrição do épico só documenta dois momentos de integração: protocolo-entrada no início, transcrição/anexos/histórico-saída no fechamento. RN-11 implica um terceiro caminho de escrita no meio do fluxo (sinalização de contato inválido) que a descrição de escopo do épico não captura.","A superfície de integração de E03 pode estar subestimada em um caminho de escrita. Esse sinal de falha de entrega precisa de seu próprio contrato e tratamento de erro, não apenas o par início/fechamento atualmente descrito."
G0308,Missing Requirement,"Nenhum mecanismo de autenticação/autorização (API key, OAuth 2.0 client credentials, mTLS, IP allowlist) entre Salesforce/MuleSoft e a plataforma de CRM/ServiceDesk legada é especificado em nenhum lugar do discovery.","A revisão de segurança e a configuração de Named Credential/connected app não podem ser dimensionadas sem isso. Também interage com decisions/0001: artefatos de build (labels de Named Credential, configuração) precisarão evitar o nome real do produto também, algo que o ADR de anonimização ainda não trata explicitamente."
G0701,Missing Requirement,"Quem é o dono e mantenedor, ao longo do tempo, do conteúdo da base de conhecimento por especialidade que alimenta o Slackbot — não a estrutura técnica (já Confirmed, F2.3), mas a governança de conteúdo: quem escreve/atualiza os artigos por especialidade, com que cadência, com que processo de revisão antes de publicar, e quem decide quando um artigo está desatualizado?","Sem um dono de conteúdo definido, a base degrada silenciosamente após o go-live — o Slackbot passa a responder com informação obsoleta sem que ninguém seja acionado para corrigir. Nenhuma fonte de discovery nomeia um responsável; é distinto da questão de estrutura (L-01/J2, L-14) e nenhuma épica cobre esse papel operacional."
G0702,Potential Risk,"RN-05 garante que o agente entrega resumo (nunca transcrição completa) e RN-12 garante que a ausência do resumo não bloqueia o atendimento — mas nenhuma regra endereça o resumo ou a resposta de apoio à dúvida estarem simplesmente errados (alucinação) enquanto o atendente já está com o cidadão no guichê. RN-24/J2 RN-08 cobrem o 'não sei' explícito do Slackbot, não uma resposta incorreta apresentada com confiança.","O framework STAAR de governança Agentforce nomeia 'Inaccuracy/hallucination' como categoria de risco que, em contexto de serviço público sensível, 'poderia resultar em negação de serviço/direitos ou dano físico' se o atendente confiar sem checagem [KB: knowledge/staar-agentforce-governance-guardrails.md:31-36] — mas isso é doutrina geral de PS, não um guardrail desenhado para este projeto. Falta decidir: o Slackbot expõe nível de confiança, exige citação da fonte na base por especialidade, ou impõe que o atendente sempre confirme antes de repassar ao cidadão? Sem isso, o RN-05 controla o formato da resposta, não a sua confiabilidade."
G0703,Missing Requirement,"Sharpening de L-34/L-13(J2) em perguntas fecháveis pelo time de build: (a) o contrato Slackbot↔Agente do T7 é uma chamada síncrona, um evento assíncrono, ou as duas bases de conhecimento são unificadas? (b) quando o T7 está indisponível, isso cai no mesmo desfecho 'não sei' de RN-24/J2 RN-08, ou precisa de um caminho de erro próprio (timeout vs resposta vazia são estados diferentes)? (c) quem/o que classifica uma pergunta do atendente como 'FAQ → T7' vs 'contexto do caso → Agentforce + base por especialidade' — RN-22 diz que o Slackbot decide, mas a lógica de classificação não está especificada; (d) a base de FAQ do T7 e a base por especialidade do Salesforce são corpora distintos que podem divergir com o tempo, ou uma delas é a fonte única?","Sem essas respostas, o time de build não tem interface, SLA de resposta, nem regra de roteamento para implementar — o desenho hoje é só um posicionamento (RN-22), não uma especificação. Reabre diretamente o Discovery Brief Pergunta #14 e L-34, mas em forma de decisão técnica, não de pergunta aberta genérica."
G0704,Logical Gap,"E07 assume que o Agentforce resume o histórico de atendimento do cidadão (RN-05, J1 passo 12) para apoiar o atendente — mas E03 confirma que 'carga histórica inicia do zero, sem migração' do sistema legado. No go-live, não existe histórico prévio para resumir; a capacidade só ganha utilidade material conforme casos se acumulam no novo sistema pós-lançamento.","Se o cliente espera que o resumo funcione 'desde o dia um' (inclusive para cidadãos com histórico anterior no sistema legado), essa expectativa está desalinhada com a decisão de não migrar dados (E03). Falta uma definição explícita de comportamento em regime de transição — o Agentforce assume 'sem histórico disponível' como estado normal nos primeiros meses, e isso deveria ser comunicado como limitação temporária do MVP, não como falha do agente."
G0705,Assumption,"O papel restrito do Data 360 ('apenas suporte ao Agentforce, não como plataforma de dados própria' — confirmado pelo usuário, Q1) tem, hoje, volume e estrutura de dados suficientes para sustentar retrieval de qualidade nas respostas do Agentforce? A única fonte que aproxima esse desenho é doutrina geral do padrão 'Headless Data 360 / Agent Persona' [extends: knowledge/staar-data-360-headless.md] — que descreve a arquitetura em abstrato e, ela mesma, nota que a configuração de Data 360 (CI, segmentos, identidade, schema) 'leva semanas' e exige especialização — não confirma que a instância deste projeto tenha esse trabalho de modelagem dimensionado ou escopado.","Risco de a capacidade de apoio à dúvida do atendente (RN-05/RN-22) ser entregue sobre um Data 360 ainda sem schema/CI/segmentação suficientes para retrieval confiável — o que devolveria o problema de acurácia do G0702 por causa raiz de dados, não de modelo. Nenhuma fonte confirma o esforço de modelagem de dados do Data 360 como item de escopo explícito em nenhuma épica."
G0706,Ambiguity,"No mesmo ponto de fluxo (J1 passo 16 / J2 passo 3), duas fontes descrevem sistemas diferentes respondendo à mesma dúvida do atendente: a tabela de mapeamento de produtos diz que é o Agentforce que dá 'apoio à dúvida do atendente' (linha 89 do inventário), enquanto RN-22 diz que o Slackbot roteia dúvida de FAQ ao Agente do T7. L-13(J2) já pergunta se T7 e Slackbot 'fazem a mesma coisa'; sem resolução, a mesma pergunta do atendente pode receber respostas diferentes dependendo de qual sistema a classifica.","Sem uma fonte única de verdade por tipo de pergunta, o atendente não tem garantia de consistência — a mesma dúvida pode ser respondida pela base por especialidade (Agentforce) numa ocasião e pelo FAQ do T7 noutra, com respostas potencialmente conflitantes. Isso é pré-requisito para fechar G0703 (o contrato de integração), não pode ser resolvido só no nível técnico sem primeiro decidir o critério de classificação."
G0309,Missing Requirement,"O Sistema de CRM legado e o Sistema de ServiceDesk legado (decisions/0001, addendum 2026-09-24) sao dois sistemas distintos, confirmado pelo account owner nesta sessao — mas nao esta especificado se sao dois deployments/instancias realmente separados (exigindo dois Named Credentials, dois contratos de erro/modo degradado independentes) ou o mesmo produto acessado como dois alvos logicamente distintos dentro de uma unica instancia.","Muda o dimensionamento de E03: 2 conexoes/2 superficies de erro versus 1 conexao com roteamento por tipo de payload. E uma questao de TI do cliente, nao inferivel do material de discovery disponivel — levar para confirmacao com o cliente."
G0509,Missing Requirement,"O inventário registra separadamente (RN R-05, linha 167) a gestão do canal de Slack do atendente por admissão/desligamento, e uma pergunta aberta (L-13, linha 217): quem provisiona/desprovisiona esse canal de Slack e o que ocorre com casos em aberto no desligamento. Não está definido se este épico (E05, provisionamento Salesforce) tambem cobre o provisionamento do canal de Slack, ou se isso e um processo separado (TI/administracao do Slack) fora do escopo Salesforce.","Se o cliente esperar que E05 automatize tambem o Slack, o escopo do épico cresce para incluir a API/admin do Slack workspace, nao so Service Cloud. Recomendacao de design: tratar como processo separado do lado do cliente, a confirmar."
