Gap ID,Category,Gap/Question,Impact/Notes
G0203,Logical Gap,"O autorregistro de visitante e a página 'Seja Um Parceiro' capturam dados pessoais de usuários externos, mas não há etapa de consentimento LGPD mapeada no fluxo do Portal Parceiros. O OneTrust aparece integrado apenas ao fluxo do Portal Governança. É esperado capturar consentimento/termos no autorregistro e integrar ao OneTrust também aqui, ou o consentimento é tratado fora do portal?","Banco brasileiro com autorregistro externo tem obrigação LGPD de base legal e registro de consentimento. Se o consentimento precisar ser capturado e enviado ao OneTrust no autorregistro, há automação/integração e uma dependência MuleSoft não previstas no escopo atual do Portal Parceiros."
G0204,Potential Risk,"O BV já opera um portal de desenvolvedores incumbente em Apigee/Google Cloud (developers.bvopen.com.br e sandbox), com catálogo de APIs e gestão de apps. Qual a relação do novo Portal Parceiros (Experience Cloud) com esse portal existente: substituição, coexistência ou complemento? Haverá migração de parceiros, apps e credenciais já cadastrados? Onde passa a ser a fonte da verdade do catálogo público e da gestão de credenciais?","Define se há trabalho de migração/coexistência de identidades, apps e credenciais (não dimensionado) e evita duplicidade de portais para o mesmo parceiro. Sem clareza, risco de conflito de responsabilidade entre Apigee incumbente e a nova camada Experience Cloud + MuleSoft, e de experiência fragmentada para o desenvolvedor."
G0205,Ambiguity,"O modelo de compartilhamento (sharing) para catálogo público vs. privado não está detalhado. Qual o OWD dos objetos Produto e Versão de Produto, e qual o critério que torna um produto/versão 'público' vs. 'privado'? A automação de compartilhamento dispara na criação do registro 'Acesso de parceiro a versão de produto' — como se comporta na revogação/expiração do acesso?",Definição incompleta do sharing impacta segurança de dados (exposição indevida de APIs privadas a usuários externos) e o dimensionamento da automação. A ausência de regra de revogação é um risco de vazamento de visibilidade após término de contrato/parceria.
G0206,Logical Gap,"A criação de app, a geração/renovação de credenciais e a navegação do esquema OAS no Portal Parceiros dependem de SAPIs MuleSoft do E06 (SAPI Apigee Apps Management, SAPI Jira para CRUD de versão de produto e login diferenciado, SAPI Anypoint para OAS). Essas SAPIs estão confirmadas, com contratos definidos e ownership acordado? A limitação do Anypoint (R2) afeta a geração de credenciais e a renderização de contratos?",As funcionalidades de app e credenciais são núcleo do valor do Portal Parceiros e não funcionam sem as SAPIs do E06. Dependência cruzada não resolvida cria risco de sequenciamento (portal pronto sem backend) e a limitação do Anypoint pode restringir a geração de OAS/credenciais previstas.
G0207,Missing Requirement,"Um portal externo de autoatendimento para desenvolvedores/parceiros implica trabalho de design de experiência — pesquisa de UX, definição de personas (visitante, parceiro básico, parceiro pleno, gestor), jornada de onboarding e estratégia de conteúdo para as páginas estáticas (Soluções, Como começar, Ajuda, Seja Um Parceiro). Esse design de experiência está no escopo da Salesforce PS, será reaproveitado do padrão atual, ou fica sob responsabilidade do BV?","A adoção de um portal de desenvolvedores depende diretamente da qualidade do onboarding e da clareza das páginas de conteúdo. Se o design de experiência for esperado da PS e não estiver previsto, há esforço de discovery/UX e conteúdo não dimensionado; se for do cliente, é uma dependência a registrar."
G0208,Missing Requirement,"O ciclo de vida do parceiro externo e a governança de acesso não estão totalmente cobertos: quem aprova a solicitação 'Seja Um Parceiro' e com quais critérios/SLA; como é o desprovisionamento (offboarding) de parceiros e a revogação/rotação de credenciais de apps; como são tratados usuários externos inativos (impacto em licenças). Essa governança está no escopo, ou é um processo operacional do BV?","Sem governança de ciclo de vida, há risco de acesso residual de ex-parceiros, credenciais órfãs e consumo de licenças por usuários inativos (agrava R1/R6). O fluxo de solicitação de acesso está previsto, mas a aprovação, o offboarding e a governança de credenciais precisam ser confirmados como escopo ou responsabilidade do cliente."
G0301,Ambiguity,"O que 'interno' significa neste portal — funcionários do Banco BV ou parceiros internos? O item 89 do assessment descreve o SSO como 'Configuración SSO con credenciales en IdP (parceiros)', contradizendo a premissa da épica de um 'IdP interno'. Além disso, o IdP interno alvo não está nomeado (Azure AD / ADFS / Okta / outro) nem confirmado como disponível. Confirmar a persona-alvo e o IdP.","Define o modelo de licenciamento (funcionário vs. parceiro), as personas, o desenho de segurança/compartilhamento e o próprio SSO. É a decisão da qual quase todo o resto de E03 depende — se resolvida errado, re-shape a épica inteira."
G0302,Potential Risk,Dependência de derivação de E02 (Portal Parceiros): 23 dos 24 itens de E03 estão marcados 'Basado en configuración realizada para Portal Parceiros'. Qualquer mudança em E02 durante o projeto cascateia para E03. E03 não pode ser finalizado antes de E02 estabilizar — sequenciamento obrigatório.,"Risco de cronograma e retrabalho: E03 deve ser sequenciado após a estabilização de E02, não em paralelo. Falta acordar a ordem de entrega e o ponto de congelamento (freeze) da configuração de E02 antes de derivar E03."
G0303,Missing Requirement,"Se o portal for de usuários internos (funcionários BV), ele precisa de licenças Experience Cloud externas, ou os usuários já são cobertos por licenças Salesforce Platform/padrão internas? O modelo de acesso interno pode dispensar EC — ou exigir outro tipo de licença EC.","Relaciona-se a R1 (gap de licença EC, bloqueador de go-live) e R6 (dimensionamento por contagem de usuários). Muda materialmente o custo e o caminho de go-live de E03 — pode ser mais barato que E02 (licenças internas existentes) ou introduzir um segundo gap de licença."
G0304,Assumption,"A premissa de 'configuração derivada / reaproveitamento' está dimensionada corretamente? E03 replica quase todo o conjunto funcional de E02 — catálogos público E privado, criação de App, geração/renovação de credenciais, integração de contrato ao MuleSoft, render de esquema em HTML, regras de compartilhamento e automação. Há delta oculto: features exclusivas do interno, visibilidade/compartilhamento diferentes, e itens que fazem menos sentido para audiência interna.","Se o delta interno-específico for maior que 'ajuste de configuração', a estimativa (assessment: mesmos itens de E02) subdimensiona E03. Validar quais itens são cópia real vs. reconstrução com regras próprias — especialmente compartilhamento/visibilidade (itens 106-107) e login (item 89, único NÃO derivado)."
G0305,Missing Requirement,Contagem de usuários internos desconhecida. Quantos usuários (e de quais tipos — Usuário vs. Gestor) acessarão o Portal Parceiros Interno?,"Dimensiona licenciamento (G0303/R1/R6) e requisitos de performance. Sem essa contagem, o roadmap de go-live e o custo de licença de E03 ficam em aberto."
G0306,Missing Requirement,"Governança: quem é o dono da configuração do portal interno vs. do portal externo, e como ficam os direitos de decisão entre os dois? Dado que E03 é configuração derivada de E02, uma mudança em um afeta o outro — é preciso um único dono para decidir sobre a base compartilhada e um processo de mudança que cubra ambos.","Sem ownership e direitos de decisão claros entre os dois portais, mudanças em E02 podem quebrar E03 sem governança, e divergências de requisitos entre interno/externo ficam sem árbitro."
G0401,Missing Requirement,"Testes de não-regressão dos 3 portais em produção não estão explicitamente escopados em nenhuma épica. A ADR 0001 declara que a não-regressão entra no esforço, mas o backlog Transversal (itens 108-117) só cobre fundações técnicas e o único esforço de teste no material é o E2E MuleSoft (~28h) restrito à integração de Parceiros. Onde vive o esforço de regressão dos portais EC — em E04, ou está faltando? Qual a cobertura, ambientes e critérios de aceite?","Em engajamento brownfield sobre 3 portais vivos, alteração de fundações transversais (permission sets core, trigger framework, logging) pode quebrar comportamento existente. Ausência de escopo de não-regressão é risco direto de regressão em produção e subdimensionamento do esforço/QA."
G0402,Potential Risk,"O gap de licença Experience Cloud (R1 / ADR 0002 — bloqueador de go-live) não tem dono nem rastreamento dentro de nenhuma épica. É premissa/dependência comercial, mas o dimensionamento depende da contagem de usuários por persona, hoje desconhecida. Quem é o owner (account team ou BV), qual o prazo para contratar, e o modelo é member-based ou login-based?","Sem as licenças, nenhum portal é publicável a usuários finais mesmo com o build pronto — bloqueia go-live independentemente da entrega PS. Deve ser rastreado como dependência explícita no plano com owner e data-alvo, não apenas registrado em ADR."
G0403,Ambiguity,"A estratégia de org (single-org vs. multi-org) e o número/topologia dos ambientes de desenvolvimento não estão definidos. O item 109 (~8h) diz apenas 'configuração inicial da org de produção e geração de ambientes de desenvolvimento', sem especificar quantos sandboxes, quais tipos, nem se os 3 portais coexistem em uma org única. Qual a topologia alvo?","Decisão estruturante (premissa de arquitetura) que cascateia sobre DevOps, estratégia de deploy, migração de dados e não-regressão. 8h para 'gerar ambientes' é insuficiente se houver refresh de Full Sandbox com dados de produção. Precisa ser resolvida antes de dimensionar o esforço de fundações."
G0404,Missing Requirement,"O toolchain de DevOps / CI-CD não é nomeado. O item 113 cobre apenas 'usuário e aplicação conectada para DevOps' (~2h) — o mecanismo, não a esteira. Qual ferramenta de deploy/versionamento será usada (change sets, SFDX/DevOps Center, Gearset, Copado, Git)? Há pipeline entre os ambientes de dev e produção?","Em brownfield com produção viva e 3 portais, a esteira de release é crítica para deploy seguro e reversível. 2h cobrem só a conta de serviço; a esteira em si (branching, validação, promoção) não está escopada. Impacta gestão de release e não-regressão (G0401)."
G0405,Missing Requirement,"Governança de configuração multi-time não está definida. O escopo abrange 3 portais EC + camada MuleSoft, com propriedade de configuração potencialmente distribuída entre Salesforce PS, times BV e o time MuleSoft. Quem detém os direitos de decisão sobre configuração transversal, governança de ambientes/release e mudanças que afetam os 3 portais simultaneamente? Governança/CoE/gestão de mudança está no escopo PS ou é responsabilidade do cliente?","Sem modelo de governança e direitos de decisão claros, alterações transversais geram conflito entre times e risco de regressão cruzada entre portais. Pergunta buyer-facing: definir owner de governança evita retrabalho e disputa de escopo."
G0406,Ambiguity,"O padrão de logging/observabilidade está subespecificado. O item 117 (~2h) prevê 'framework para logging (erros, callouts com request e response)', mas não define retenção, mascaramento de dados sensíveis (LGPD/PII em callouts a OneTrust, ServiceNow, Jira), monitoramento/alerta, nem integração com observabilidade corporativa. Qual o padrão esperado para uma instituição financeira?","Logging de request/response de callouts pode capturar dados pessoais/sensíveis — risco LGPD para banco. 2h dimensionam um framework básico, não observabilidade nível FS. Subdimensiona o esforço e deixa lacuna de compliance."
G0407,Missing Requirement,"Não há esforço de QA/hardening dedicado para um go-live de instituição financeira além do teste E2E do MuleSoft (E06, restrito à integração de Parceiros). Não estão escopados: teste de segurança/penetração dos portais externos, teste de carga/performance (relevante à contagem de usuários desconhecida e à limitação do Anypoint — R2), UAT, nem hardening de sites Experience Cloud expostos externamente. Onde vive esse esforço?",Portais externos de um banco (BV Open/BaaS) exigem endurecimento de segurança e performance antes do go-live. O único QA visível é E2E de integração. Atividade transversal implícita não coberta — subdimensiona o esforço e expõe risco de segurança/performance em produção.
G0408,Missing Requirement,"Gestão de mudança e adoção (change & adoption) não aparece em nenhuma épica. O engajamento ativa novos recursos e fluxos (aprovação de API, autorregistro de parceiros, login diferenciado) para 3 públicos distintos — parceiros externos, gestores de governança e usuários internos. Há plano de onboarding de parceiros e capacitação dos gestores no novo fluxo? Essa atividade é do escopo PS ou responsabilidade do cliente?","RESOLVIDO no grill 2026-08-04: BV é dono da gestão de mudança/treinamento (interno + governança + parceiros); PS entrega o enablement embutido no portal externo (páginas Como começar/Seja um Parceiro/Ajuda já no E02). RISCO client-side: adoção fraca se o BV não conduzir a mudança — acompanhar. Nenhum perfil Change & Adoption dedicado no roster PS. [histórico] Atividade transversal implícita (Open Question 10 do brief). Novos fluxos com resistência a gerenciar e múltiplas personas implicam trabalho de adoção. Precisa de owner definido — se PS, entra no roster; se BV, vai como risco. Sem isso, risco de baixa adoção pós-go-live."
G0409,Logical Gap,"Gestão de release e coexistência com dados/configuração vivos não está detalhada como atividade escopada. A ADR 0001 afirma que a gestão de release entra no esforço, mas nenhum item do backlog Transversal a operacionaliza (janelas de deploy, rollback, feature flags/parametrização). Como se coordena a promoção de mudanças para produção viva sem interromper os 3 portais?","Coexistência com produção exige estratégia de release explícita (janelas, rollback, deploy incremental). Item 108 (parametrização admin) e item 113 (conta DevOps) não cobrem o processo de release. Lacuna entre a premissa da ADR 0001 e o backlog concreto — subdimensiona e arrisca a estabilidade de produção."
G0501,Source Conflict,"Status MVP da migração (item 118, ~80h) está divergente entre as duas abas da planilha do assessment: 'Si' na aba Detail3 vs 'No' na aba Salesforce Portales. A migração está dentro do escopo da Fase 1 (go-live) ou é candidata a fase posterior? Precisa ser reconciliado com o cliente antes de fixar a base de estimativa.","RESOLVIDO no grill 2026-08-04: migração é Fase 1 (MVP=Si) — portais não têm valor no go-live sem catálogo/APIs carregados; ownership Salesforce PS. Dependência E05→E01 travada. [histórico] Conflito de fonte — prioridade máxima. Muda diretamente o escopo de go-live: sem os catálogos e APIs migrados, os portais (Governança/Parceiros) não têm dados operacionais na virada. Se a migração cair para fase 2, o go-live precisa de uma estratégia de operação com dados vazios ou carga manual mínima. Reflete R5 do brief."
G0502,Ambiguity,"Responsável pela migração marcado como 'Salesforce o Banco BV' — quem executa de fato a carga das 10 entidades (Torre, Sigla, Tribu, Squad, Domínio, Subdomínio, API de Negócio, API Técnica, Produto, Versão de Produto)? Salesforce PS, equipe do BV, ou modelo misto (BV extrai/limpa, PS carrega)?","Ambiguidade de ownership (thread aberta R5). Define quem responde pelas ~80h e onde elas entram na estimativa. Se for do BV, as 80h saem do escopo PS mas viram dependência bloqueadora de go-live; se misto, é preciso acordar a fronteira de handoff (quem entrega o quê, em que formato)."
G0503,Missing Requirement,"O(s) sistema(s) de origem dos catálogos e APIs existentes não está(ão) nomeado(s). De onde vêm os dados atuais — Apigee/BV Open, um banco legado, planilhas, o Portal Governança já em produção? Qual o formato de extração disponível (API, dump SQL, CSV, YAML de contratos)?","Sem a origem definida não há como dimensionar ETL, mapeamento de campos, nem esforço real. As 80h do assessment são indefensáveis enquanto a fonte for desconhecida. Também condiciona se a migração reaproveita as XAPIs/SAPIs MuleSoft ou precisa de extração dedicada."
G0504,Missing Requirement,"Volumes e contagens de registros por entidade são desconhecidos (quantas APIs de Negócio, APIs Técnicas, Produtos, Versões, e os catálogos organizacionais Torre/Sigla/Tribu/Squad). Também faltam regras de qualidade de dados: deduplicação, registros obsoletos/inativos, mapeamento origem→objeto Salesforce e tratamento de relacionamentos (ex.: junction 'API Técnica de Versão de Produto').","Volume e qualidade são os dois maiores multiplicadores de esforço de migração. Sem contagens, as 80h podem estar sub ou superdimensionadas. Dados sujos exigem limpeza prévia (quem faz? — liga com G0502) e podem inviabilizar big-bang. Relacionamentos entre as 10 entidades exigem ordem de carga e preservação de chaves."
G0505,Potential Risk,"Possível dupla contagem / fronteira indefinida entre esta épica (item 118, ~80h, 'Migración') e os batches de sincronização de catálogos do MuleSoft (itens 40-43: batches que sincronizam Torre, Sigla, Tribu, Squad, notados como 'Esfuerzo mayormente de MuleSoft') e o Batch ETL da épica MuleSoft (E06). As 80h cobrem migração de DADOS one-off, ou incluem a construção do ETL/transformação recorrente?","Risco de sobreposição de escopo entre E05 e E06. Se a carga inicial usa a mesma infraestrutura de batch que a sincronização contínua, parte das 80h já pode estar contabilizada no MuleSoft — ou, ao contrário, a transformação pode não estar coberta em lugar nenhum. Precisa de decisão clara: migração one-off (E05) vs sincronização contínua (E06/MuleSoft)."
G0506,Logical Gap,"Estratégia de cutover não definida: big-bang vs incremental? Em cenário brownfield (portais em produção — R4/ADR 0001), qual a janela de corte, como se lida com registros criados durante a migração, e existe plano de rollback caso a carga falhe ou corrompa dados vivos?","Migrar para org com portais já em produção sem estratégia de cutover e rollback arrisca indisponibilidade ou corrupção dos dados operacionais. Falta explícita de janela, congelamento (freeze) e plano de reversão — itens obrigatórios em migração brownfield e ausentes no material do assessment."
G0507,Missing Requirement,"Abordagem de validação e reconciliação pós-carga não especificada: como se confirma que a migração foi completa e fiel (contagens origem vs destino, verificação de integridade referencial entre as 10 entidades, amostragem de conteúdo dos contratos de API)? Quem assina o aceite da migração?","Sem critério de reconciliação, não há como declarar a migração 'concluída' com confiança nem detectar perda silenciosa de registros. Impacta o aceite de go-live e a confiança dos usuários do Portal Governança/Parceiros nos catálogos migrados."
G0508,Missing Requirement,"Governança e stewardship dos dados pós-migração não endereçados: uma vez migrados, quem é o dono (data steward) de cada catálogo (Torre/Sigla/Tribu/Squad são organizacionais; APIs/Produtos/Versões são do ciclo de vida)? Como se mantêm sincronizados com a fonte de verdade após a carga inicial (via os batches MuleSoft?) e quem resolve divergências?",Sinal de disciplina de governança de dados (buyer-facing). Migração sem stewardship definido gera drift entre Salesforce e sistema de origem ao longo do tempo. Liga-se à sincronização contínua (itens 40-43 MuleSoft): decidir se o Salesforce vira sistema de registro ou permanece réplica do catálogo de origem.
G0601,Source Conflict,"Divergência de esforço da camada MuleSoft: a aba de detalhamento soma 319h, mas a tabela de perfis do ROM (PDF) aloca ~660h aos papéis MuleSoft (MuleSoft Technical Architect 220h + MuleSoft Technical Consultant 440h). Qual número é a base de estimativa? As 319h cobrem só design/dev/test das apps Mule, enquanto as 660h incluiriam gestão, arquitetura e overhead? Reconciliar antes de qualquer proposta.","RESOLVIDO no grill 2026-08-04: base de estimativa MuleSoft = 319h (detalhamento). RESÍDUO ABERTO: verificar se arquitetura/gestão/overhead (~340h na tabela de perfis) está coberta em outra épica (E04/gestão de entrega) — senão é trabalho real caindo no vão. Ver novo gap de overhead. [histórico] Diferença de ~340h (>2x). Se a base for 319h, a proposta subdimensiona a trilha MuleSoft; se for 660h, o detalhamento está incompleto. Impacto direto em preço, timeline e alocação de perfis. Highlights ainda registram '-261h de desenvolvimento' e '-160h' no delta de perfil MuleSoft, sugerindo cortes não refletidos no detalhamento."
G0602,Potential Risk,"A 'Limitação do Anypoint da MuleSoft' (R2, Highlights) não está caracterizada. O que exatamente é a limitação — versão/edição do Anypoint contratada pelo BV, limite de vCores/workers, ausência de recurso (ex.: geração/navegação de OAS, render de contrato YAML→HTML), ou restrição de padrão de integração? Ela bloqueia especificamente a SAPI Anypoint (Gerar OAS navigation, ~28h) e o fluxo 'Obter YAML em formato HTML'?","Sem entender a limitação, itens 30-32 (SAPI Anypoint) e a renderização de contrato podem exigir workaround ou ficar inviáveis, invalidando parte do escopo E06 e de E01 (render OPA/contrato). Precisa de confirmação técnica do time MuleSoft/BV sobre a edição Anypoint em uso."
G0603,Ambiguity,"Topologia alvo MuleSoft ↔ Apigee (R3): a coexistência foi confirmada (Apigee no edge/gateway, MuleSoft como camada XAPI/SAPI), mas governança e ownership da borda estão indefinidos. Quem é dono das políticas de segurança de entrada/saída do Apigee (itens 1-6, TLS context)? Há intenção de migrar algo do Apigee/BV Open para MuleSoft, ou o Apigee permanece intacto?","A configuração de TLS context de entrada/saída no Apigee (itens 1-6) pressupõe acesso e ownership do gateway. Se o Apigee é operado por outro time/contrato do BV, há dependência externa e risco de escopo (quem faz o quê na borda). Migração eventual mudaria completamente o dimensionamento."
G0604,Missing Requirement,"Ownership da entrega das 319h MuleSoft não está definido (R5). Toda a aba MuleSoft está marcada 'Responsable: MuleSoft' — isso significa a prática MuleSoft da Salesforce PS, o time interno de integração do BV, ou modelo misto? (Diferente da trilha EC, alguns itens de migração aparecem como 'Salesforce o Banco BV'.)","Define se as 319h entram no SOW da Salesforce PS ou são responsabilidade do cliente. Sem isso, a proposta pode cobrar horas que o BV pretende executar internamente, ou deixar de cobrar horas que serão da Salesforce. Bloqueia a composição do roster e do preço."
G0605,Missing Requirement,"Não há requisitos não-funcionais para a camada de integração em contexto de serviços financeiros + Open Finance Brasil: throughput/TPS esperado por XAPI, latência-alvo, volumetria de picos, e especificações de segurança (TLS 1.2/1.3, mTLS entre camadas, rotação de certificados, cipher suites exigidos pelo BCB/LGPD). O escopo só cita 'TLS context' genérico.","NFRs de banco moldam design das apps Mule (idempotência, escalonamento de workers Anypoint, sizing de vCores). Ausência inviabiliza validar se as 319h de design/dev cobrem hardening de produção. Risco regulatório (Open Finance/LGPD) se mTLS e consentimento OneTrust não forem dimensionados."
G0606,Missing Requirement,"Padrões de tratamento de erro, retry, dead-letter, correlação de transações e observabilidade (logging/monitoring/alerting) da camada API-led não estão especificados. O escopo prevê apenas 'Testes E2E' (itens 33-35, 28h), 'simular erros' e 64h de 'Acompanhamento de Gestão' — mas nenhum item de framework de resiliência/observabilidade das apps Mule.","Em integração bancária (XAPI de retorno assíncrono OneTrust, tickets ServiceNow, CRUD Jira), a ausência de padrão de retry/idempotência e trilha de observabilidade gera falhas silenciosas em produção. Provável esforço não contemplado nas 319h; alinha com o framework de logging previsto na trilha EC (Transversal item 117)."
G0607,Potential Risk,"Dependência externa não resolvida: quem fornece — e em que prazo — as especificações de API (contratos/OAS), credenciais e sandboxes dos sistemas de destino (OneTrust, ServiceNow, PortalTech, Jira/CASP, OPA services) e a plataforma Anypoint (licenciamento, ambientes dev/test/prod, ownership da subscrição)?","Todo o escopo XAPI/SAPI (itens 7-32) depende de contratos e sandboxes de terceiros que a Salesforce não controla. Sem disponibilidade e specs, 'Definir contrato de API' e 'Testes e ajustes' travam. Ausência de ambiente Anypoint próprio do BV é bloqueador de execução. Candidato a premissa/risco de Fase 0."
G0608,Logical Gap,"Sobreposição de fronteira do Batch ETL. A app Mule para processo Batch/ETL (itens 36-38, 40h) parece cobrir a mesma sincronização de catálogos que (a) a Migração de catálogos e APIs de E05 (~80h) e (b) os batches 'que sincroniza catálogo Torre/Sigla/Tribu/Squad' na trilha EC (itens 40-43, marcados 'esfuerzo mayormente de MuleSoft'). É a mesma capacidade contada em três lugares?","Risco de duplo-cômputo de esforço entre E06 (ETL), E05 (migração) e E01 (batches de catálogo). Precisa delimitar: migração é carga inicial one-off; ETL/batch é sincronização recorrente. Sem isso, a soma de horas superestima ou o design fica ambíguo sobre quem orquestra a sincronização recorrente."
