Gap ID,Category,Gap/Question,Impact/Notes
G0111,Potential Risk,"Named Credentials and Authentication: Discovery mentions 'API EmitirDamUnico e ConsultaImovel já existem' (P-12) but does not specify authentication method (API Key, OAuth 2.0, Basic Auth, mTLS). Are Named Credentials required? Who provides credentials?","Wrong auth model = integration rework. If mTLS is required and DATAPREV has not provisioned certificates, add 2-4 weeks. Must confirm auth method and credential provisioning owner."
G0112,Missing Requirement,"Change Management / CoE: No mention of Salesforce Center of Excellence (CoE), change management process, or adoption plan in discovery. Is there a DATAPREV Salesforce CoE? Who owns post-go-live governance?","Greenfield ORG without CoE = no governance, no release management, no ongoing training. Risk of technical debt and bot degradation post-launch. Should DATAPREV establish CoE as part of this engagement, or is it out of scope?"
G0201,Ambiguity,"ISS flow ambiguity: Discovery states 'ISS: informa link site SEFIN' (P-15, Q-04/Q-05) but does not specify the link URL, the presentation format (text/button/link preview in WhatsApp), or whether this fallback is interim or permanent. If the decision is to upgrade to DAM emission via API, which `tipoDebito` integer does ISS use in EmitirDamUnico?","If client pivots ISS from link-only to DAM emission mid-project, E02 scope expands (integration + NLU training) and timeline extends. Must confirm ISS strategy and lock it in requirements gate."
G0202,Missing Requirement,"Einstein Bot NLU training data: Discovery describes conversational flows but does not specify WHO provides training utterances for the initial NLU model. Does SEFIN-CE provide sample citizen questions/intents, or does Salesforce PS infer from the spec?","Insufficient training data = poor NLU accuracy = high fallback rate. If client has no training corpus, add 1-2 weeks for utterance collection and annotation. Confirm training data ownership and format."
G0203,Missing Requirement,"Field validation: Discovery mentions 'Máximo 2 tentativas de digitação inválida' (P-05) but does not specify validation rules for CPF/CNPJ format, data nascimento/abertura format, or other input fields. Does the bot validate CPF checksum (Dígitos Verificadores)? Date format (DD/MM/YYYY vs. DD/MM/YY)? Email regex for Alteração Cadastral?","Under-specified validation = bot accepts malformed input and API callouts fail, or bot rejects valid input and citizen frustration spikes. Must define validation logic per field before bot config."
G0204,Missing Requirement,API EmitirDamUnico: Discovery specifies `periodoParcelas` (Date) is 'Obrigatório se PARCELADO' but does not specify how the citizen selects payment mode (cota única vs. parcelado) or how many installments are allowed. Does the bot present a menu? Does the API return installment options dynamically?,"Missing payment-mode UX = bot cannot collect required param. If client expects installment selection and PS assumes cota única only, the DAM emission flow is incomplete. Confirm payment-mode interaction."
G0205,Missing Requirement,API ConsultaImovel retorna múltiplas inscrições: P-30 states 'Sem limite de inscrições — bot apresenta todas retornadas pela API' but does not specify presentation format. WhatsApp message length limit is 4096 chars; a citizen with 50+ properties could overflow. Does the bot paginate? Use carousel? Truncate + link to Portal SEFIN?,"No pagination design = UX breaks for edge-case citizens (e.g., real estate companies with hundreds of properties). Must define multi-inscription presentation strategy."
G0206,Ambiguity,"Loop emissão DAM (P-29): Discovery states loop repeats for all selected inscriptions, but does not specify session timeout between inscriptions. If a citizen selects 10 properties and takes 5 minutes to confirm each DAM, does the WhatsApp session expire mid-loop?",Session timeout = citizen loses progress mid-loop and must restart. Must confirm Einstein Bot session timeout config and whether each DAM confirmation resets the timer.
G0207,Potential Risk,NLU accuracy threshold: Discovery does not specify expected Einstein Bot NLU accuracy (intent classification F1 score). What is the acceptable fallback rate (user utterance → 'Não entendi' → link Portal SEFIN)?,"If PS delivers 60% NLU accuracy and client expected 90%, go-live fails acceptance. Must align on NLU accuracy SLA before training."
G0208,Missing Requirement,"WhatsApp session timeout (P-07 conflicts): P-07 states 'Sem horário de atendimento — bot disponível 24/7' but WhatsApp Business has a 24-hour messaging window per Meta policy. If a citizen starts ISS flow and abandons for 25 hours, can the bot resume? Does the bot send HSM (template message) to reactivate?","Meta 24h window + no HSM strategy = bot cannot re-engage abandoned sessions. If client expects session persistence >24h, must design HSM templates and approval flow with Meta."
G0209,Missing Requirement,WhatsApp rate limits: Discovery does not specify expected message volume per second or per citizen. Meta enforces rate limits (Tier 1: 1k msgs/day; Tier 4: unlimited). Is SEFIN-CE WhatsApp Business Account already approved by Meta? What tier?,"If account is Tier 1 and launch hits 400k conversations/year (~1,100/day), rate limit blocks citizens. Must confirm Meta tier and approval status before go-live."
G0210,Ambiguity,"Multi-titular logic: API ConsultaImovel 'Por-documento' returns inscriptions where the citizen is Sujeito Passivo (taxpayer). What if an inscription has multiple co-owners (e.g., married couple)? Does the bot emit DAM for all co-owners when one requests? Does the API return shared inscriptions?","If co-ownership is not handled, either (a) one co-owner can emit DAM for shared property (potential fraud) or (b) API blocks request and citizen cannot pay (UX failure). Confirm API co-ownership logic."
G0211,Missing Requirement,"Satisfaction survey UI: P-04 specifies '1-5 estrelas' rating but does not specify WhatsApp presentation format. Einstein Bot supports emoji reactions or text input. Which format? If emoji, does '⭐️⭐️⭐️' count as 3 stars, or does bot present a button menu?",Mismatch between spec (stars) and WhatsApp capability (emojis/buttons) = UX confusion or config rework. Must define satisfaction widget format before bot build.
G0212,Missing Requirement,LGPD consent (P-19): LGPD Art. 11 requires explicit consent for processing sensitive data (CPF/CNPJ). Does the bot collect opt-in consent before first interaction? Is consent logged in Salesforce or via API CRM SEFIN? What is the consent text?,No consent collection = LGPD violation + ANPD penalty risk. Must design consent flow (initial message + opt-in button) and log mechanism before go-live.
G0213,Missing Requirement,"CPF/CNPJ + data nascimento/abertura storage: Discovery does not specify whether Einstein Bot stores citizen PII (CPF, data nascimento) in Salesforce objects or only passes it transiently to APIs. If stored, in which object (Contact, Lead, custom object)? What is data retention policy?","Storing PII without data retention = LGPD Art. 15-16 violation. If not stored, how does P-06 'Usuário já identificado na sessão → pula identificação' work across sessions? Must define PII storage + retention."
G0214,Missing Requirement,"Einstein Bot fallback to Portal SEFIN (P-02): Discovery states 'bot encerra automaticamente apresentando link Portal SEFIN' on max retries but does not specify the link URL (same as Q-06 despedida link). Are these the same? If different, what are both URLs?",Missing fallback link = bot dead-ends with no next action for citizen. Must confirm Portal SEFIN URL(s) before bot config.
G0215,Potential Risk,"API retry logic (P-16): '1 retentativa → se falhar informa 'tente novamente mais tarde' → encerra' but does not specify retry delay. Immediate retry on transient network failure may succeed; immediate retry on API rate limit may fail again. What is retry delay (0s, 1s, 5s)?",No retry delay = wasted retry on rate-limited APIs. Retry delay >5s = perceived bot latency. Must define retry strategy per API failure mode.
G0216,Missing Requirement,"Einstein Bot logging and monitoring: Discovery does not specify logging requirements. Does DATAPREV need Salesforce Event Monitoring license for bot conversation logs? Who monitors bot errors (failed API calls, NLU fallback rate)? Is there a Slack/email alert on >10% fallback rate?","No monitoring = silent degradation (e.g., API down for 2 days, nobody notices). Must define monitoring dashboard and alert thresholds before go-live."
G0217,Potential Risk,"WhatsApp message format for DAM PDF: Discovery states 'envia PDF via WhatsApp' but does not specify how. Einstein Bot can send PDF as inline image preview, as downloadable file, or as link to Salesforce Files. Which? Meta limits file uploads to 16MB; is DAM PDF <16MB?","If DAM PDF >16MB or wrong format, WhatsApp upload fails. Must confirm PDF size + delivery format (inline vs. download link)."
G0218,Missing Requirement,"HSM (High-Structure Message) template approval: If ADD-ON 2 (Marketing Cloud proactive outreach) is in scope, WhatsApp requires pre-approved HSM templates for proactive messaging. Discovery mentions 'opt-out cidadão' (Q-08) but does not specify HSM template content, approval timeline, or opt-out mechanism.","Meta HSM approval takes 1-4 weeks. If ADD-ON 2 is in scope and templates are not submitted pre-launch, proactive outreach is blocked. Must confirm HSM strategy if ADD-ON 2 proceeds."
G0301,Missing Requirement,"API CRM SEFIN spec pendente (Q-01): Discovery mentions API exists for satisfaction logging but provides no endpoint URL, payload schema, headers, or response format. Spec needed before Flow/Apex build.","Blocks E04 (Feedback & Satisfaction Tracking) integration. If API is not ready by implementation start, satisfaction logging cannot be tested. Must obtain spec or design mock/stub endpoint."
G0302,Missing Requirement,"API Dados Cadastrais spec pendente (Q-02): Discovery mentions API exists for cadastral update but provides no endpoint URL, payload schema, field validation rules, or response format. Spec needed before Flow/Apex build.","Blocks E02 (Alteração Cadastral flow). If API is not ready, cadastral update cannot be implemented. Must obtain spec or design mock/stub endpoint."
G0303,Potential Risk,Conectividade IP validation (P-17): Discovery assumes 'Cliente possui conectividade IP entre Service Cloud e APIs SEFIN' but does not confirm this has been tested. Has a ping/curl test been run from Salesforce production IP range to SEFIN-CE API endpoints?,"If connectivity assumption is wrong (firewall blocks Salesforce IPs), all API integrations fail in production. Must validate connectivity in pre-prod environment before UAT."
G0304,Missing Requirement,Retry logic per API (P-16): Discovery states '1 retentativa → se falhar informa 'tente novamente mais tarde' → encerra' but does not specify retry logic per API. Should all 4 APIs use same retry strategy? Should EmitirDamUnico (high-value DAM emission) retry 2x while ConsultaImovel (read-only) retries 0x?,Uniform retry = sub-optimal. High-value operations (DAM emission) deserve more retries; low-latency operations (lookup) should fail fast. Must define retry policy per API criticality.
G0305,Missing Requirement,"API rate limiting: Discovery does not specify whether SEFIN-CE APIs have rate limits (requests/sec, requests/min). If 1,100 concurrent citizens hit ConsultaImovel at 9am Monday (payday), does the API throttle?",No rate limit spec = potential API 429 errors under load. Must confirm API rate limits and design Flow/Apex retry + backoff strategy.
G0306,Missing Requirement,"API error logging and monitoring: Discovery does not specify where API errors (4xx, 5xx, timeouts) are logged. Salesforce Event Log Files? Custom object? Splunk? Who monitors failed callouts?","No error logging = silent API failures (e.g., EmitirDamUnico down for 2 days, nobody notices). Must define logging + alerting strategy before go-live."
G0307,Potential Risk,API SSL/TLS version: Discovery mentions REST + API Key but does not specify TLS version requirement. Salesforce requires TLS 1.2+ for outbound HTTPS. Do SEFIN-CE APIs support TLS 1.2+?,"If SEFIN-CE APIs only support TLS 1.0/1.1, Salesforce callouts fail. Must confirm TLS version before integration build."
G0308,Missing Requirement,"API versioning strategy: Discovery does not specify whether SEFIN-CE APIs use versioning (v1, v2). If APIs change after go-live (e.g., new mandatory field in EmitirDamUnico payload), does Salesforce integration break?",No versioning = breaking changes post-go-live. Must confirm API versioning policy and whether backward compatibility is guaranteed.
G0309,Ambiguity,Flow Orchestration vs. Apex callouts: Discovery states 'Flow Orchestration + Apex (sem MuleSoft)' but does not specify division of labor. Are all API calls in Flow (HTTP Callout action) or Apex (@future/@queueable)? What is the criteria for choosing one over the other?,"Unclear ownership = inconsistent implementation. If some APIs are Flow and others are Apex, debugging and maintenance are harder. Must define integration pattern (e.g., 'All REST callouts via Apex; Flow orchestrates business logic')."
G0310,Missing Requirement,"API timeout configuration: Discovery does not specify timeout thresholds for API callouts. Salesforce default HTTP timeout is 120 seconds. Should EmitirDamUnico (PDF generation, potentially slow) have 120s timeout while ConsultaImovel (lookup) has 10s?",Too-short timeout = false negatives (API succeeds but Salesforce times out). Too-long timeout = poor UX (citizen waits 2min for error message). Must define timeout per API.
G0401,Missing Requirement,"API CRM SEFIN endpoint specification: Q-01 states API spec is pending. No endpoint URL, authentication headers, payload schema, required fields, response format, or error codes documented.","Blocks satisfaction logging implementation. Cannot build Flow/Apex callout without spec. If API is not ready by Sprint 2, satisfaction tracking cannot be tested in UAT. Must obtain full API specification before implementation start."
G0402,Missing Requirement,"Portal SEFIN URL (Q-06): Despedida message requires link to Portal SEFIN, but URL is not specified. Is this the same URL as ISS fallback (Q-E) or different?","Blocks bot configuration. Cannot complete despedida message template without URL. If URL changes post-go-live, all bot flows require reconfiguration."
G0403,Ambiguity,"Satisfaction survey presentation format: Discovery specifies '1-5 estrelas' but does not define WhatsApp UI implementation. Options: (a) emoji stars sent by citizen (⭐⭐⭐), (b) number input (1-5), (c) quick reply buttons, (d) list picker. Which format?",WhatsApp does not natively support star ratings. Emoji parsing is fragile (citizen may send '***' or 'três estrelas'). Button menus are clearer but require explicit click. Must define UX before bot build to avoid post-launch rework.
G0404,Missing Requirement,"Justificativa field validation: For ratings ≤3, bot collects free-text justification. No validation rules specified: max length? allowed characters? profanity filter? does API CRM SEFIN accept special chars/emojis?","Unbounded free text = risk of buffer overflow if API has char limit, or LGPD exposure if citizens paste sensitive data (CPF of third parties). Must define max length (suggest 500 chars) and sanitization rules."
G0405,Missing Requirement,Satisfaction data retention policy: LGPD Art. 15-16 requires defined retention period for personal data (CPF/CNPJ + satisfaction feedback). How long is satisfaction data retained in API CRM SEFIN? Is there automatic purge after N months?,No retention policy = LGPD violation risk. ANPD can audit and penalize indefinite storage of personal data. Must define retention (suggest 12-24 months) and confirm API CRM SEFIN supports purge.
G0406,Logical Gap,"Satisfaction survey on API failure path: P-01/P-10 state that if API fails twice, bot skips satisfaction survey and goes to 'AJUDO COM ALGO MAIS?'. This creates blind spot: citizens who experience API failures cannot rate the experience.",Skipping survey on failures = selection bias (only successful flows get rated). Client loses feedback on worst-case UX. Consider collecting satisfaction even on API failures (separate question: 'How was your experience even though the service failed?').
G0407,Potential Risk,"API CRM SEFIN availability SLA: Discovery does not specify API uptime SLA. If API CRM SEFIN is down for 2 hours during peak time (9-11am Monday), satisfaction data for ~200 conversations is lost. Is there retry queue or data loss acceptable?","No retry queue = data loss on API downtime. If client requires 100% satisfaction data capture, must design Salesforce-side buffer (custom object) + async retry job. Confirm acceptable data loss threshold."
G0408,Missing Requirement,"Satisfaction survey triggering logic: P-03 states survey is mandatory 'ao final de todos fluxos', but does not define 'final'. Is survey triggered on: (a) explicit 'NÃO' to AJUDO COM ALGO MAIS?, (b) session timeout, (c) citizen abandonment (stops replying)?","Ambiguous trigger = inconsistent survey execution. If citizen abandons mid-conversation (stops replying), does survey fire after timeout or never? Must define exact survey trigger conditions."
G0409,Ambiguity,"Satisfaction survey for multi-service sessions: If citizen completes IPTU → AJUDO COM ALGO MAIS? → SIM → Alteração Cadastral → AJUDO COM ALGO MAIS? → NÃO, does bot collect satisfaction once (for entire session) or twice (per service)?",Collecting satisfaction per service = better granularity but may annoy citizens ('Why am I being surveyed twice?'). Collecting once per session = cannot isolate which service had poor UX. Must define satisfaction scope (per-service vs. per-session).
G0410,Missing Requirement,LGPD consent for satisfaction data: LGPD Art. 7 requires explicit consent for data processing. Does bot inform citizen that satisfaction data (nota + justificativa + CPF/CNPJ) will be sent to API CRM SEFIN? Is consent implied or explicit opt-in?,"No consent collection = LGPD Art. 7 violation. Must add consent disclosure before satisfaction survey (e.g., 'Sua avaliação e justificativa serão registradas junto ao seu CPF para melhoria do serviço. Concorda?')."
G0411,Missing Requirement,Despedida message template: Discovery mentions 'Despedida com link Portal SEFIN' but does not provide message text. What is the farewell text? Is it generic ('Obrigado por usar o atendimento SEFIN') or contextual (different for IPTU success vs. API failure)?,"Generic despedida = missed opportunity for contextual messaging (e.g., 'Seu DAM foi enviado. Obrigado!' vs. 'Lamentamos a falha. Tente novamente em alguns minutos.'). Must define despedida message variants per outcome."
G0412,Potential Risk,"Survey fatigue risk: If ADD-ON 2 (Marketing Cloud proactive outreach) is enabled, citizens may receive 4-5 proactive WhatsApp messages/year + inbound bot conversations. Collecting satisfaction on every interaction = survey fatigue → lower response rate or negative bias.","Survey fatigue = data quality degradation. Consider sampling strategy (e.g., survey 20% of interactions randomly) or suppress survey if citizen was surveyed <7 days ago. Confirm client expectation: 100% survey coverage or sampling acceptable?"
G0413,Missing Requirement,"API payload for multi-service sessions: If citizen uses IPTU + Alteração Cadastral in one session, does API CRM SEFIN receive one record (with multiple 'serviço executado' entries) or two separate API calls? How is 'serviço executado' structured (single string vs. array)?",Mismatch between bot implementation and API expectation = data loss or API error. Must clarify API payload structure for multi-service sessions before Flow/Apex build.
G0414,Capability Gap,Einstein Bot satisfaction survey widget: Discovery assumes Einstein Bot natively supports star-rating widget in WhatsApp. Einstein Bot (legacy) does not have star-rating component; Agentforce may have limited WhatsApp widget support. Has widget capability been validated?,"If Einstein Bot/Agentforce lacks native star-rating, must build custom Flow with quick-reply buttons or fallback to number input. Add 1-2 days dev time. Validate bot widget capability before committing to '1-5 estrelas' UX."
G0415,Missing Requirement,"Satisfaction dashboard and reporting: Discovery does not specify who consumes satisfaction data post-collection. Does SEFIN-CE need Salesforce dashboards/reports, or is all reporting done in external CRM? If Salesforce reporting is needed, who designs dashboards?","If SEFIN-CE expects real-time satisfaction dashboard in Salesforce (e.g., 'NPS por serviço, média diária de notas'), this is out of E04 scope (no custom object to store data). Must clarify reporting ownership and tool before scoping dashboards."
G0416,Source Conflict,"P-01 vs. P-10 inconsistency: P-01 states 'Todo encerramento = Pesquisa → API Registro → Despedida. EXCEÇÃO: falha de API após retentativa encerra SEM pesquisa'. P-10 states 'Falha de API = informa + registra + AJUDO COM ALGO MAIS? (sem pesquisa)'. This implies API failure path skips satisfaction but still calls 'registra' (which API? CRM SEFIN for logging contact, or skipped entirely?).","Conflicting premissas = implementation ambiguity. If API CRM SEFIN is the failed API, how is contact registered? Via fallback API or not at all? Must clarify P-01/P-10 exception handling logic."
G0417,Potential Risk,"WhatsApp message ordering guarantee: If bot sends satisfaction survey → citizen replies '2 estrelas' → bot requests justification → citizen replies 'Lento' → bot calls API CRM SEFIN, is message ordering guaranteed? WhatsApp can deliver messages out-of-order under poor network conditions.","Out-of-order messages = bot may log justification before rating, or miss justification entirely. Einstein Bot should use message sequencing/session state, but must validate this edge case in testing."
G0418,Missing Requirement,"Localization and language: Discovery is in Portuguese but does not specify whether bot messages are PT-BR only or support multiple languages (e.g., Spanish for border regions, English for expats). Satisfaction survey question text: 'Como você avalia o atendimento?' or other phrasing?","Fortaleza is PT-BR only, but DATAPREV may expand to other municipalities. Hardcoding PT-BR messages = rework for multi-language. Confirm language scope and satisfaction survey message text before bot config."
G0501,Ambiguity,Who owns UX research execution? Epic states 'UX Research incluída no escopo PS' but does not clarify if PS team conducts research or if DATAPREV/SEFIN staff conduct it with PS guidance/templates.,"Ownership impacts effort sizing (active research vs. advisory), deliverable quality control, and timeline dependencies. If DATAPREV conducts, PS provides templates/scripts only; if PS conducts, need budget for research time + tools."
G0502,Missing Requirement,Persona research: How many citizens should be interviewed? Epic mentions 'Personas cidadãos contribuintes PF/PJ Fortaleza' but no sample size (n=5? n=20? n=50?).,"Sample size drives effort estimate. Typical UX: n=5-8 per segment (PF vs. PJ). Recommend confirming target: e.g., n=6 PF + n=6 PJ = 12 interviews total. Without this, effort could be under/over-estimated by 50%+."
G0503,Logical Gap,Persona research logistics: Who recruits participants? Who schedules interviews? Where are interviews conducted (remote/in-person)? Are incentives required (common in Brazilian public sector research)?,"If PS recruits: adds 20-30h overhead per persona. If DATAPREV/SEFIN recruits: PS provides screener only. Remote vs. in-person impacts travel budget. Incentives (e.g., R$ 50-100/participant) may be blocked by public sector rules (Lei 14.133/2021)."
G0504,Missing Requirement,"Usability testing sample size: How many users per flow (IPTU/TMRSU/Cadastral)? Industry standard: n=5 per flow, but client may expect more for municipal government context.",3 flows × 5 users = 15 sessions minimum. If client expects n=10/flow = 30 sessions (2x effort). Confirm target to avoid scope creep.
G0505,Ambiguity,Usability testing timing: 'Testes usabilidade bot WhatsApp' implies testing after bot is built. Is this pre-production testing (requires working bot) or prototype testing (requires mockup/clickable prototype only)?,"Pre-production testing = Phase 3 activity (after Build). Prototype testing = Phase 1/2 (during Design). Timing impacts critical path: if pre-production, blocks UAT; if prototype, can run in parallel with Build."
G0506,Potential Risk,Usability testing environment: Testing WhatsApp bot requires live WhatsApp Business API connection. Is test phone number available? Is Meta approval complete? (P-20: contratação via Meta/Facebook).,"Meta approval can take 2-4 weeks. If approval delayed, usability testing blocks. Mitigation: test with prototype (non-WhatsApp mockup) or use personal WhatsApp number (not recommended for LGPD compliance)."
G0507,Capability Gap,"WCAG 2.1 AA applicability to conversational UI: WCAG is designed for visual web interfaces (contrast ratios, focus indicators, ARIA labels). WhatsApp bot is text-only conversational interface. How to interpret WCAG for this context?","Standard WCAG Success Criteria (e.g., 1.4.3 Contrast, 2.4.7 Focus Visible) don't apply to text-only chat. Need adapted framework (e.g., W3C's Conversational Accessibility Guidelines, still draft). Risk: deliverable misaligned with client expectations if 'WCAG 2.1 AA' is taken literally."
G0508,Missing Requirement,"Accessibility scope: Which disabilities are in scope? WCAG covers visual, auditory, motor, cognitive. For WhatsApp bot, auditory (screen reader) and cognitive (plain language) are most relevant. Are visual/motor disabilities in scope?","WhatsApp supports screen readers (iOS VoiceOver, Android TalkBack). Testing with blind users is feasible. Motor disabilities (e.g., voice input) depend on WhatsApp's accessibility features, not Salesforce. Clarify scope to avoid testing client-side app accessibility (out of Salesforce control)."
G0509,Ambiguity,"Accessibility testing method: 'Análise acessibilidade WCAG 2.1 AA' — is this expert review (heuristic evaluation) or testing with users with disabilities? Expert review = 8-16h; user testing = 30-50h (recruitment, facilitation, analysis).","Expert review is faster but less comprehensive. User testing is gold standard but requires recruiting citizens with disabilities in Fortaleza (challenging in 8-12 week timeline). Recommend expert review for Phase 1, user testing as optional ADD-ON."
G0510,Missing Requirement,Deliverable format for personas: 'persona docs' — what format? PDF? Slides? Miro board? How many pages/slides per persona? Are photos/illustrations required (common in persona templates)?,Format impacts effort. PDF with stock photos = 4-6h/persona. Interactive Miro board with custom illustrations = 12-16h/persona. Recommend confirming format to avoid rework.
G0511,Missing Requirement,Deliverable format for test scripts: 'test scripts' — are these moderator scripts (for PS team) or self-guided test instructions (for DATAPREV to execute)? Portuguese or English?,"If DATAPREV executes testing (P-28: DATAPREV assume treinamento e sustentação), scripts must be self-guided in Portuguese. If PS executes, can be moderator scripts in English (translated during sessions). Language and format impact usability."
G0512,Missing Requirement,Deliverable format for accessibility report: 'accessibility report' — what level of detail? Executive summary only (5 pages)? Detailed findings with remediation steps (20-30 pages)? VPAT (Voluntary Product Accessibility Template) format?,"VPAT is industry standard for WCAG compliance documentation (required for US government contracts, optional in Brazil). Client may expect VPAT-style report. Clarify to avoid under-delivering."
G0513,Source Conflict,"Training ownership conflict: P-27 states 'DATAPREV assume treinamento dos 10 usuários — PS entrega documentação apenas (sem sessões ao vivo)'. But UX deliverables (personas, test scripts) are research artifacts, not training materials. Are personas/scripts for Bot Maintainers or for UX research only?","If personas are for Bot Maintainers (to guide future bot evolution), they are training-adjacent and may conflict with P-27 (no live training). If for research documentation only, no conflict. Clarify audience and usage to align with P-27."
G0514,Potential Risk,"LGPD compliance for research: Persona interviews and usability testing collect personal data (CPF, name, voice recordings). Is LGPD consent form required? Who is data controller (PS, DATAPREV, SEFIN)?",LGPD Art. 7 requires informed consent for research. PS needs LGPD-compliant consent form template (Portuguese). Data controller = SEFIN (public sector entity). PS is data processor. Recommend legal review before recruiting participants.
G0515,Ambiguity,"Persona validation: After persona docs are delivered, who validates them (SEFIN? DATAPREV? Citizens?)? Is validation included in PS scope or client responsibility?","Persona validation (showing docs to real citizens for feedback) is UX best practice but adds 10-15h. If client validates, PS delivers draft only. If PS validates, need 2nd round of interviews. Clarify to avoid assumption mismatch."
G0516,Missing Requirement,"Accessibility remediation: If accessibility report identifies gaps (e.g., bot language too complex, no screen reader optimization), is remediation in PS scope? Or report-only with client implementing fixes?","Epic states 'análise acessibilidade' (analysis) but not 'correção' (remediation). If remediation is out of scope, report becomes informational only (client may be dissatisfied if expecting fixes). Clarify to align expectations."
G0517,Logical Gap,"Research tools: UX research typically requires tools (e.g., Zoom for remote interviews, Miro for persona workshops, UserTesting.com for usability testing). Who provides licenses? Are costs in PS budget?","If PS provides tools, add R$ 2.000-5.000 to budget (Zoom Pro, Miro Team, etc.). If DATAPREV provides, may delay research if procurement takes weeks. Recommend confirming tool ownership upfront."
G0518,Potential Risk,"Research timeline vs. Build timeline: UX research (personas, testing) typically takes 4-6 weeks. If Build starts before research completes, design may not incorporate research findings. Is sequential delivery acceptable (longer timeline) or parallel (risk of rework)?",Sequential = safer but adds 4-6 weeks to critical path. Parallel = faster but Einstein Bot design may ignore persona insights (defeats purpose of research). Recommend phased approach: personas → design → build → usability testing.
G0519,Ambiguity,"PF vs. PJ persona distinction: Epic mentions 'Personas cidadãos contribuintes PF/PJ'. Are these 2 separate personas (1 for PF, 1 for PJ) or 2+ personas per segment (e.g., young PF, elderly PF, small business PJ, large business PJ)?",Minimum = 2 personas (1 PF + 1 PJ). Typical = 4-6 personas (2-3 per segment). More personas = better coverage but higher effort. Clarify target number to scope effort accurately.
