Gap ID,Category,Gap/Question,Impact/Notes
G0205,Potential Risk,"The discovery brief states a design premise that no raw biometric data should transit Slack text channels — but a huddle is a live voice call, and the walkthrough example has the specialist verbally referencing the citizen's specific case and biometric collection issue in real time. No guardrail is defined for what a specialist may or may not say/ask about the citizen verbally during a huddle.","The text-channel guardrail does not automatically extend to voice; if unaddressed, the epic could introduce a PII/LGPD exposure path in exactly the channel (huddle) it introduces to fix governance. Needs an explicit guardrail statement in design, per the STAAR governance framework's People/Business/Technology/Data lens."
G0206,Capability Gap,"Detran, IIRGD, and Instituto da Identidade are separate government entities from PRODESP, not PRODESP staff. No identity/access model is defined for how their specialists join a huddle inside PRODESP's Slack Enterprise Plus org — as licensed guest users, via Slack Connect, or some other cross-agency provisioning path.","Slack Connect / external-guest provisioning has its own licensing, governance, and security review implications that are absent from any discovery source. This is a capability/architecture gap that affects both E02's design and E05's governance scope, and should be resolved before any pilot posto is chosen."
G0207,Ambiguity,"It is unclear whether the huddle is always manually initiated by the attendant, or whether Agentforce can also proactively suggest/trigger the huddle when its own suggested fixes fail. The Canvas-lookup step and the huddle-open step read as sequential in the walkthrough, but the actual trigger UX (button, slash command, natural-language request) is undefined.","Affects the attendant-facing UX design and the Agentforce action definition (Role/Actions per the 5-attributes framework) — needs to be pinned down in `design`, not left implicit."
G0208,Missing Requirement,"The only concretely described 'foge do script' trigger scenario is the CIN biometric-capture failure (explicitly labeled storyboard). No taxonomy exists yet of the full set of escalation-trigger categories across other Poupatempo service lines (CNH, exames, etc.) that E02's routing table would need to cover.","Without this taxonomy, the specialist-directory/routing design (G0201) can only be scoped for one illustrative service, not sized for the pilot's actual service mix. Needed before `requirements`/`design` can size E02 realistically."
G0209,Assumption,"No validated SLA or target resolution time exists for the huddle escalation path. The deck's framing ('resolvida em minutos') and the 15/16/17-minute wait-time KPIs elsewhere in the material are both explicitly flagged in the discovery brief as illustrative/unvalidated, not a client-confirmed baseline.",Any success metric or before/after claim for E02 in a client-facing artifact must carry the illustrative-KPI caveat already established in the discovery brief; do not let a future `design`/`narratives` pass silently promote these numbers to fact.
G0210,Missing Requirement,"[Experience design discipline gap] Has the citizen-facing experience during an active huddle been mapped? The attendant is on a live voice call with a specialist while the citizen stands at the counter — what does the citizen see/hear, and has the attendant's simultaneous cognitive load (monitoring Canvas + huddle + citizen) been validated through service design or UX research, rather than assumed from the storyboard alone?","Signal only, not a mandate — but the storyboard is explicitly illustrative, so the actual in-huddle citizen and attendant experience is unvalidated. Worth raising to the client as a discovery question before pilot design locks the interaction pattern."
G0211,Missing Requirement,"[Governance discipline gap] Who, on the PRODESP side, owns and maintains the specialist directory and routing rules over time (as specialist orgs, staffing, or regulations change)? The project's own open questions note that no AI-governance owner has been identified yet, and E02's routing logic would need an accountable steward once built, not just a one-time design decision.","Signal only, not a mandate — but without an owner, the routing table designed in E02 has no maintenance path and will drift out of date. Worth raising as a buyer-facing question alongside the broader AI-governance-owner gap already logged in the discovery brief's Open Questions."
G0212,Potential Risk,"The Flex Credit consumption model for the escalation mechanic (40 vs. 200 Flex per request, per G0204) rests partly on an unconfirmed internal committee remark that the account's Flex allocation is 'ilimitado' — the discovery brief explicitly treats that as a hypothesis, not a fact of the Digital Wallet contract.","If huddle/ticket volume scales across 244 postos and the 'unlimited Flex' assumption is wrong, there is a real cost-exposure risk behind this specific automation mechanic. Relevant to `estimate`/`commercials` sizing, not just design."
G0213,Capability Gap,"The walkthrough example has the specialist give verbal, step-by-step device instructions with no screen-share, device-diagnostic, or system-state visibility for the specialist — purely voice-guided. No design decision confirms whether this verbal-only model is sufficient for more complex hardware/system failures beyond the biometric-capture example.","For simple procedural fixes, voice-only may be adequate; for a genuine system outage or hardware fault, it may not be — worth flagging as a design boundary question rather than assuming voice-only huddle covers every escalation case E02 is meant to handle."
G0401,Source Conflict,"The source deck's own visual implies the outage-broadcast workflow is triggered by automated detection of a system going down (Workflow Builder fires on a 'Sistema fora — Ativo' event), but the Discovery Brief commits Phase 1 to 'nenhuma integração pesada nova' — no new integration into Detran, IIRGD, or other backend systems. Without a monitoring integration, nothing exists to auto-detect the outage; the workflow's actual trigger must be a human declaring the outage (e.g., filling a form or posting in a channel), which is a materially different (and less complete) mechanism than the deck depicts.","This is the single most load-bearing ambiguity in E04 — it determines whether the build is a simple manual-trigger Slack workflow (small, no-code) or implies a monitoring/integration dependency that Phase 1 has explicitly ruled out. Must be resolved before design/estimate; if left as-is, the acceptance criteria risk overstating what a no-integration Phase 1 can actually detect."
G0402,Missing Requirement,"No role or permission model is defined for who is authorized to declare a system-down event and activate the contingency broadcast (a supervisor? any attendant? a designated ops channel owner?). Absent this, the workflow has no gate against false or duplicate activations across 244+ postos.",Needed for both the build (who can trigger the Workflow Builder flow) and for adoption/training (E05) — an unrestricted trigger risks alert fatigue or conflicting simultaneous declarations from multiple postos.
G0403,Ambiguity,"The epic description names 'sistema do Detran' only as an example ('ex.:') of a critical system whose outage should trigger the workflow. No enumerated list of which systems qualify (Detran, IIRGD, biometria estadual, Sistema Semântico, T7, 'Atendimento' — several of these identities are themselves still open per the Discovery Brief) exists to scope what this workflow must cover.","Without a confirmed system list, build scope for 'quais sistemas disparam contingência' is undefined — risks scope creep (every system outage expected to trigger this) or under-coverage (a critical system left out)."
G0404,Logical Gap,"The deck states today's core pain as 'ninguém sabe se é local ou geral' (nobody knows if an outage is local to one posto or systemwide) — but the described solution broadcasts the same alert to '100% dos postos' unconditionally, regardless of whether the underlying outage is local or general. No design decision confirms whether the workflow needs to scope/segment the broadcast (by região, by service, or by confirmed blast radius) or whether an always-global broadcast is an acceptable answer to the stated problem.","If the real driver is knowing scope of impact, and the design just floods every posto every time, the stated pain may not actually be resolved — worth confirming with the client whether blanket broadcast is sufficient or a targeted/graduated alert is expected."
G0405,Missing Requirement,"The deck states 'postos confirmam a contingência' as a key benefit ('Confirmações em tempo real'), but no UI mechanism is specified (a Slack button, emoji reaction, a form) nor is there any defined escalation or reminder path for a posto that never confirms receipt within a time window.","Without a confirmation mechanic and a non-response escalation path, the claimed 'segundos' reaction-time metric (itself unconfirmed, see G0410) has no operational teeth — a posto could simply never acknowledge and no one would know."
G0406,Logical Gap,"Every source passage describes only the 'system goes down → broadcast alert + contingency plan' half of the flow. No stand-down / resolution step is described — how postos are told the outage is over and to resume normal procedure, and whether that requires the same declaring authority as the original trigger (see G0402).","Without a resolution/stand-down flow, postos have no defined signal to exit contingency mode, risking prolonged unnecessary workaround procedures after the underlying system is actually back up."
G0407,Source Conflict,"Discovery notes explicitly name a sibling initiative, 'Sala de Situação' (Service Cloud, alerting when the citizen-facing channel goes down), as 'outro recorte, outro contrato' — a different scope, different contract from this SOW. Yet both initiatives are fundamentally 'system/channel is down, notify people' mechanics, on different clouds (Slack Workflow Builder here vs. Service Cloud there), for a shared underlying event class (a Prodesp system outage) that could affect both the attendant-facing and citizen-facing sides simultaneously.","Risk of duplicated, uncoordinated, or conflicting outage signals if both initiatives eventually run — worth an explicit boundary statement in the SOW/design (E04 owns attendant-facing broadcast only; Sala de Situação is out of this contract) so the client doesn't expect the two to be integrated with each other."
G0408,Potential Risk,PRODESP operates 244-246 physical postos; fanning a single outage declaration out to '100% dos postos' via Slack Workflow Builder in 'segundos' has not been validated against Slack Workflow Builder/API throughput or delivery-latency behavior at that fan-out scale.,"If the pilot's single-posto proof-of-concept doesn't get load-tested at full-network fan-out before general rollout, the 'segundos' claim (already flagged as a hypothesis, G0410) could fail silently at scale — worth a scale-validation step in the pilot plan."
G0409,Capability Gap,"The deck's benefit panel names 'Monitorar status da contingência...' as an outcome, implying some status view exists — but no source passage describes a backing data object or record (in Slack, Data Cloud, or elsewhere) that would let per-posto confirmation state (per G0405) be queried, aggregated, or reported on. Without one, 'monitorar status' may be nothing more than watching a Slack channel scroll, not an actual status view.","If a real status dashboard is expected (and this ties to E10 Analytics), a data object to persist activation/confirmation events is a build dependency not currently scoped anywhere; if the client is fine with 'watch the Slack channel,' that should be confirmed explicitly rather than assumed."
G0410,Assumption,"The source deck itself states the cited reaction-time and coordination-speed improvements ('segundos', 'tempo de reação... reduzido para segundos') are qualitative hypotheses to be calibrated in the pilot, not confirmed baselines or targets ('Ganhos qualitativos consolidados... os tempos são hipóteses a calibrar no piloto').","Any acceptance criteria or success metric for E04 must not present these figures as committed SLAs — they are directional claims pending pilot validation, consistent with the project's no-invented-metric discipline."
G0411,Missing Requirement,"[Governance discipline gap] Who, on the PRODESP side, owns and maintains this specific automation once built — authoring and updating the per-system standardized notice and contingency-playbook content the workflow sends, and holding activation/deactivation authority for the workflow itself? E05 (Governança, Adoção e Change Management, Fase 1) covers general Phase 1 governance, but no owner is named specifically for E04's content or operational control.","Signal only, not a mandate — but without a named steward, the contingency playbook text risks going stale (wrong procedure for a system that's since changed) and no one has clear authority to activate or retire the automation. Worth raising as a buyer-facing question, similar in shape to the routing-table ownership gap already logged for E02 (G0211)."
G0412,Missing Requirement,"[Experience design discipline gap] No content design or usability validation is described for the standardized outage notice attendants will see and act on mid-transaction, with a citizen still at the counter. Is a plain Slack broadcast message legible and actionable enough in that high-pressure moment, or does the notice need a purpose-built format (a pinned banner, a Canvas state change, a distinct visual treatment) to be noticed and acted on quickly?","Signal only, not a mandate — but the whole value case for E04 rests on attendants noticing and acting on this notice within seconds while serving a citizen; an unvalidated message format is a real risk to the outcome the epic claims. Worth raising as a buyer-facing question before the pilot design is locked."
G0601,Source Conflict,"E06's WhatsApp pre-service triage is not reconciled against the existing 'Poupinha' WhatsApp/Portal channel already doing citizen triage today (~20k conversations/day, 15.1% full self-service completion, NPS 82.24%, per the Discovery Brief's market-context section). It is unclear whether E06 is meant to extend Poupinha, run as a parallel/competing flow, or replace part of it.","Without reconciliation, design risks building a duplicate citizen-facing WhatsApp triage surface instead of extending a channel that already works and is measured. This also affects sizing — extending Poupinha is a materially smaller build than a net-new triage surface."
G0602,Logical Gap,"E06's trigger is 'antes do dia marcado no posto' (before the scheduled day), which presumes an appointment-scheduling system holding the citizen's visit date. No such system is identified anywhere in the discovery sources (Slack-Balcao-BSA, discovery brief, or decisions/0002).","Without identifying the system of record for the appointment date, there is no data source to fire the WhatsApp send at the right lead time — this is a hard technical blocker for design, not just a scheduling nuance."
G0603,Missing Requirement,"Beyond the already-logged 'no pilot/posto/serviço combinado' open item, the specific design inputs needed to move E06 forward are undefined: which service(s) are eligible for pre-service triage, what lead time before the visit the message fires, and what content/questions the triage message actually asks the citizen.","This sharpens the epic-level 'Assumed' confidence into concrete, answerable design questions the client needs to confirm before this capability can be sized or built — currently it is storyboard-level per the epic's own kb_sources."
G0604,Ambiguity,"The epic description says triage 'reduces cases arriving unprepared' but never defines what a completed triage interaction actually produces: does it reschedule/cancel the appointment, flag missing documents to bring, just send a reminder, or something else?",Each outcome implies a very different build (write-back to scheduling vs. a one-way notification) and a different integration surface — this ambiguity has to resolve before T-shirt sizing in `design`.
G0605,Ambiguity,E06 has no validated success metric. The only wait-time figures in the platform deck (15/16/17 minutes for CNH/CIN/biometria/exame médico) are explicitly flagged in the Discovery Brief as illustrative and not validated by the client — they cannot ground E06's stated outcome ('reducing the volume of unprepared cases at the counter').,Any capability-intent outcome/metric block authored later for this epic (in `quantum-leap`) would have no real baseline to cite unless the client supplies one; flag now so `design`/`quantum-leap` don't inherit an invented number.
G0606,Capability Gap,"E06 is business-initiated (proactive) outbound WhatsApp contact, not citizen-initiated. Meta's WhatsApp Business Platform requires pre-approved message templates and opt-in for business-initiated conversations — a different technical/compliance path than Poupinha's citizen-initiated reactive flow. No source material addresses this.","If unaddressed, this could block the send mechanism entirely (Meta template rejection) or require a template-approval cycle not currently scoped as design/build effort."
G0607,Potential Risk,"The Discovery Brief's open architecture identities (T7, Sistema Semântico, 'Atendimento,' Biometria) are already logged as unresolved project-wide; for E06 specifically, if the triage flow needs to check appointment or document status against any of these legacy systems, the epic cannot be designed until at least the relevant one is identified.",Escalates a project-wide open question to a direct E06 blocker — design of the triage's data lookups cannot proceed without knowing what legacy system(s) it queries.
G0608,Logical Gap,"E06 (WhatsApp pre-service triage) and E07 (remote document validation by an idle attendant) are described in the epics data as two separate epics, but the deck frames them as sequential journeys (Jornada 02 → Jornada 01/03 extension). No source defines whether a document a citizen submits during E06's triage feeds directly into E07's validation workflow, or whether the two are functionally disconnected.",Risk of either a scope gap (no handoff mechanism ever gets built) or double-counted scope (both epics separately re-solve the same document-intake step) — needs resolution before `design` sizes either epic independently.
