Gap ID,Category,Gap/Question,Impact/Notes
G0203,Potential Risk,"A origination nativa (ResidentialLoanApplication) pode depender da licença Digital Lending, cujas capacidades o fit/gap marca 'capacidades não verificadas'; os seats aparecem Active mas o relatório tem ação aberta de que a permanência da licença Industries não está contratualmente confirmada. Digital Lending é requerido para usar RLA como a epica pretende, e essa licença está confirmada permanente na baseline?","Se RLA exige Digital Lending e a licença é transitória ou a capacidade não cobre a jornada, o alvo declarado não é construível como escopado. Load-bearing sobre G0201. Verificar antes de comprometer E02."
G0204,Missing Requirement,"Não existe mapeamento campo-a-campo de CreditApplication__c (e dos campos Lead/custom que hoje carregam renda/emprego do tomador) para ResidentialLoanApplication + LoanApplicant + LoanApplicantIncome/Employment. Os 68 registros de aplicação e seus campos custom não têm destino documentado, plano de coexistência, nem abordagem de migração/cutover enquanto o simulador vivo segue rodando (brownfield, in-place).",Field mapping + migração de registros vivos + cobertura de regressão (simulador deve seguir funcionando até o cutover) é o trabalho concreto por trás de G0201 e hoje é indefinido. É onde uma 'migração in-place' vira silenciosamente esforço multi-sprint.
G0205,Potential Risk,"BioValid (API-27, facial/SENATRAN/CNH) e Serpro e-CAC (faturamento) são sistemas externos que NÃO estão em QA — o parecer diz que só JUCESP está em QA e contratos Swagger/write-back estão pendentes. Nenhum schema de payload documentado. Os contratos BioValid e Serpro estão congelados, e até quando os Swaggers estarão disponíveis (o parecer assume cada integração pronta 1 semana antes do pilar)?","Inventar payload de fornecedor externo é fora dos limites (confirmar contra o contrato real). Instabilidade de contrato em BioValid/Serpro é o maior risco de cronograma de E02 no parecer. Se contratos escorregam, o build F06-F10 trava. Não tratar schema assumido como confirmado."
G0206,Source Conflict,"A epica escopa 'envio síncrono ao core', mas o escopo de MVP (Cenário 2) explicitamente ADIA 'retorno síncrono bidirecional ao Sinqia' para a Fase 2, e o método de write-back Sinqia (PUT/PATCH) é decisão aberta de Fase 0. O que exatamente está no escopo do envelope síncrono de E02 — só envio fire-and-forward, ou send-and-confirm — e o contrato de write-back com o core está decidido?",'Envio síncrono' e 'sem sync bidirecional até Fase 2' estão em tensão. O comportamento do envelope (E02 bloqueia na resposta do core? como falhas são mostradas ao solicitante?) dirige a UX e o design de integração. Indefinido = ambiguidade que remodela F09/F10.
G0207,Ambiguity,"O local de cálculo de exclusão/isenção QRSA é não resolvido: o parecer lista 'cálculo QRSA local' como decisão aberta de Fase 0, mas APIs 22-25 (QRSA leitura/escrita/comando/cálculo) existem e a org tem Business Rules Engine / DecisionTable licenciados e elegíveis nativamente. QRSA é computado localmente em Salesforce (BRE/DecisionTable) ou delegado ao core via API-25 (cálculo)?","Determina se F08 é um build de automação Salesforce (nova lógica BRE) ou passthrough de integração. Skills diferentes, sizing diferente. Interage com a decisão maior 'adotar FSC/BRE nativo' — um build local deve reusar o DecisionTable licenciado, não Apex custom."
G0208,Missing Requirement,"Serpro e-CAC e validação facial BioValid rodam contra sistemas externos de governo/identidade e, no Experience Cloud, parte em contexto guest/community. Não há modelo de consentimento/autorização documentado (consentimento do solicitante para puxar faturamento e-CAC, base LGPD para biometria facial) nem dono de governança/stewardship dos dados biométricos e fiscais. Quem é dono do fluxo de consentimento e da política de tratamento dos dados BioValid e Serpro?","Pergunta de governança ao comprador. Dado biométrico + fiscal puxado por portal público carrega obrigações LGPD que, se não endereçadas, viram risco de compliance e podem adicionar escopo de tela de consentimento e auditoria a F06/F07 tarde. Levantar ao cliente; não auto-escopar epica."
G0301,Source Conflict,"Quais quatro integrações realmente pertencem ao P3 é inconsistente na fonte. O mapa de integração atribui API-22/23/24/25 (QRSA) ao P3 e a tabela mestre também marca API-22–25 como 'Pilar: Proposta' — mas o slide de detalhe do Pilar 3 lista API-01/02/08/09 como as quatro APIs de P3, enquanto o slide de detalhe do Pilar 2 reivindica API-22/23/25 (QRSA) para si. Discordância tripla sobre os mesmos quatro slots.","Gap de maior prioridade. Numa migração onde MuleSoft é 'só reapontado', a contagem de integração por pilar dirige o escopo de reaponte. Se QRSA é P2 e P3 é API-01/02/08 (leitura/impressão) menos o aceite migrado a P5, o esforço de integração de P3 é reaponte quase trivial; se QRSA (com gravação/comando/cálculo) fica em P3, o esforço é materialmente maior. Resolver antes de dimensionar E03."
G0302,Ambiguity,"A contagem de componentes de P3 é disputada: a tabela de catálogo de pilares mostra Comp = '—' (zero), enquanto o slide de detalhe afirma '1 componente · CMP-30 (Acompanhamento — timeline de status + histórico)' e ao mesmo tempo diz 'lista e detalhamento reaproveitam os componentes da Home (Pilar 1)' já entregues e em QA. Não está claro se P3 é reuso puro (0 net-new) ou tem um componente UI net-new (CMP-30).","Balança diretamente a parte de UI da estimativa. Se lista/detalhe de status reaproveitam componentes da Home já construídos no P1 (QA), o único build net-new é a timeline CMP-30 — e mesmo esta pode ser parcialmente reaproveitável. Confirmar: CMP-30 é net-new, e os componentes reusados da Home precisam de rework para ler o modelo FSC migrado (ver G0304)?"
G0303,Logical Gap,"A reanálise moveu aceite/recusa (F13) de P3 para P5, deixando P3 como lista + detalhe + acompanhamento de status apenas. Mas o slide de detalhe do Pilar 3 ainda lista API-09 (Comando de Aceite/Recusa) entre as APIs de P3. P3 retém alguma responsabilidade de aceite, ou é estritamente read-only? A reanálise é marcada confidence: Assumed e contradiz o map v21.","Risco de dupla contagem do comando aceite/recusa (e API-09) entre E03 e E05, ou de P3 ser dimensionado como read-only enquanto uma integração de aceite fica silenciosamente dentro. A fronteira P3↔P5 deve ser fixada antes de dimensionar qualquer das epicas; também afeta qual pilar é dono do write-back ao Sinqia."
G0304,Missing Requirement,"A premissa de migração diz que as views de status de P3 são migradas para 'leitura sobre objetos FSC', mas o fit/gap mostra que a jornada de crédito NÃO está no modelo de lending nativo FSC — roda em Lead → Opportunity + objetos custom (CreditApplication__c, Simulacao__c). Adoção FSC/PCM nativa é só 'decisão registrada em proposta', não aprovada. Então sobre quais objetos as views de lista/detalhe de P3 realmente leem — o modelo standard+custom existente, ou um modelo FSC nativo ainda não aprovado?","Ambiguidade load-bearing da epica inteira. Se a migração FSC nativa NÃO está aprovada, P3 é essencialmente reaponte/re-host de views existentes sobre os mesmos objetos (esforço muito baixo). Se ESTÁ aprovada (PCM, Instituicao__c→Account etc. — 'Alto, 2–3 sprints' no ROM), os componentes de leitura de P3 precisam re-binding aos novos objetos e o esforço é materialmente maior. E03 não pode ser dimensionada honestamente até essa decisão. [KB: fsc-fit-gap-report.md:36-53,113-132]"
G0305,Potential Risk,"O detalhamento de status de P3 (F12) mostra status 'sincronizado do Sinqia (leitura)'; o cenário MVP nota que o status de P3 é lido 'via backbone do P5' (orquestração de ocorrências). Mas o roadmap sequencia P3 do Squad 1 (Onda 2) à frente/paralelo ao P5 do Squad 2 (Onda 2), onde o backbone de ocorrências é de fato construído. As views de leitura de P3 dependem de um backbone construído num pilar posterior/paralelo.",Risco de inversão de dependência: a leitura de status de P3 não pode exibir status Sinqia sincronizado até o backbone de ocorrências de P5 existir. P3 pode travar ou ser forçado a construir contra mocks e refatorar — driver para a banda superior (22 semanas). Confirmar que o backbone é spine compartilhado entregue antes de P3 consumir.
G0306,Ambiguity,"A premissa é 'MuleSoft só reapontado', mas se QRSA (API-22/23/24/25) está em escopo de P3 isso inclui gravação, comando e cálculo/rating — operações de escrita, não leituras — inconsistente com P3 ser enquadrado como views read-only de status. Prontidão de integração também não confirmada: só JUCESP em QA; as APIs QRSA sem Swagger e write-back PUT/PATCH pendente.","Se APIs QRSA com escrita estão de fato em P3, a premissa 'só reaponte' subestima o trabalho (transformação, write-back, erro/DLQ), e contradiz o enquadramento read-only (compõe com G0301/G0303). Se QRSA é P2, remover de E03. De todo modo, a figura de 4 integrações na descrição é não confiável até G0301 ser resolvido."
G0401,Source Conflict,"O fit/gap se contradiz sobre garantias: a tabela do modelo de Lending marca Garantia__c como 'Fora de escopo', enquanto a tabela de objetos custom marca 'REVISAR — Candidato a LoanApplicantAsset / collateral FSC'. E04 tem Garantia__c→LoanApplicantAsset como alvo. O modelo de garantia/garantidor está no escopo desta migração ou não?","Gap de maior prioridade. Se garantia entra, E04 carrega build net-new de modelo FSC (LoanApplicantAsset) que ninguém aprovou; se sai, o conteúdo de garantidor/garantias de F15 e o downstream CMP-33 perdem o objeto alvo. Resolver antes de dimensionar E04 — balança o maior pilar."
G0402,Missing Requirement,"E04 é enquadrado como MIGRAÇÃO in-place (tomador→LoanApplicant/Income/Employment, Garantia__c→LoanApplicantAsset), mas todos esses objetos FSC standard têm 0 registros e estão marcados GAP/'não adotado'. Hoje as fichas vivem em Lead (10.105) + Account (150 campos custom) + objetos custom. Não há dado de origem no modelo alvo — isso é modelagem e field-mapping FSC net-new, não reaponte. Confirmar o alvo: adotar objetos nativos de lending FSC, ou manter Lead/Account/custom e só re-skin sob FSC?","Load-bearing sobre esforço. 'Migrar para LoanApplicant/Asset' com 0 registros existentes significa desenhar o modelo, mapear campos de Lead/Account e re-bindar 14 componentes — muito mais pesado que 'só reaponte MuleSoft'. Agravado por Person Accounts DESABILITADO: ficha PF modela indivíduos (sócios, cônjuge, garantidores, PEP) sem Person Account — como as partes PF são representadas sob FSC?"
G0403,Ambiguity,"Geração de PDF (F16 / API-14 'Imprimir Ficha Cadastral') tem duas questões abertas: (1) abordagem — o PDF é produzido pelo Sinqia e retornado via API-14, ou gerado nativamente em Salesforce (VF-render/doc-gen)? e (2) escopo — o cenário MVP corta 'PDF estático e reabertura de campos' para a Fase 2, mas E04 lista geração de PDF como em escopo. F16 está neste pilar ou diferido?","A abordagem dirige esforço e contagem de componentes; se o Sinqia gera, é dependência de integração, se nativo é build. O conflito MVP-vs-escopo-completo faz a estimativa dobrar ou dropar F16 conforme a baseline assumida."
G0404,Potential Risk,"Upload assíncrono (F18 / API-19 anexos, API-10 categorização) não tem mecanismo async definido sob FSC, e a decisão de repositório de documentos está aberta e diferida: o limite de 12 MB do Salesforce Files é sinalizado insuficiente para docs Agro (penhor de safra, escrituras), com repositório externo (S3 vs alternativa) indefinido e empurrado para Fase 2. Confirmar o alvo de storage do MVP e o padrão de upload async (Platform Event? chunked? polling?).","Se o repositório >12 MB é necessário para docs Agro/Julgamental neste pilar, diferi-lo deixa E04 incompleto para essas jornadas; se o MVP realmente entrega só no Salesforce Files, F18 deve ser explicitamente escopado a essa restrição. O padrão async em si é não especificado e não trivial em LWR."
G0405,Missing Requirement,"Fichas criam/editam Conta/Contato via API-12/API-13, mas o deck marca esses 'write a confirmar', e API-15 'Sincronização de Contas' não tem contrato de sync nem regra de resolução de conflito definida. O write-back PUT/PATCH ao Sinqia é item aberto em todo o parecer. A premissa 'só reaponte MuleSoft' assume que esses writes já existem — confirmar os endpoints de escrita, payloads e direção/idempotência do sync para API-15.","Se o write-back não existe ainda, MuleSoft não é meramente reapontado para E04 — nova orquestração de escrita + erro/DLQ é necessária, e F14/F15 não conseguem persistir edições de ficha no core. É o maior risco de sizing para o enquadramento 'reaponte in-place' deste pilar."
G0406,Source Conflict,"Central de Pendências (F20) está listada no escopo de E04, mas (1) é marcada complexidade 'Muito Alta' e explicitamente diferida à Fase 2, gated no contrato de ocorrência custom do Sinqia, e (2) seu componente CMP-07 'Painel de pendências' é atribuído ao Pilar 1 · Captação no breakdown de componentes, não à faixa CMP-16-29 do Pilar 4. A Central de Pendências está em E04, em P1, ou diferida?",Conflito de ownership de componente e de inclusão de escopo. Risco residual notado: sem a Central de Pendências o backoffice Julgamental fica 'pior que hoje'. Deixá-la ambígua em E04 ou infla o pilar ou entrega uma regressão — deve ser fixada em um pilar/fase.
G0407,Missing Requirement,"Os 14 componentes de E04 (CMP-16-29) são forms LWR multi-step profundos capturando dados pessoais sensíveis — identificação, cônjuge, endereço, dados profissionais, participações societárias, PEP, sócios. Duas disciplinas não endereçadas: (a) experience design — acessibilidade e usabilidade de forms públicos longos multi-step em Experience Cloud (erro, save-and-resume, mobile); (b) governança/stewardship de dados para PII (CPF, status PEP) — retenção, masking, acesso, tratamento LGPD. Quem é dono da validação de UX e da governança de PII desses forms?",Pergunta ao comprador (sinais de experience-design + governança). 14 componentes de form entre PF e PJ é a maior superfície de UI do programa; acessibilidade e stewardship de PII sem dono viram retrabalho ou exposição de compliance. Capturar como atividade do cliente ou a escopar — não auto-adicionar epica.
G0408,Logical Gap,"Bloqueio de edição em análise (F17) não tem mecanismo de enforcement definido (record lock, approval-process lock, validation rules ou read-only por permission set), e 'reabertura de campos' é cortada à Fase 2 no MVP. F17 depende de Orquestração de status (F19), cujo sinal de disparo é o contrato de ocorrência custom do Sinqia, ele mesmo não confirmado. Como o lock é aplicado, e quais transições de status (de F19) disparam lock/unlock?","F17 não pode ser construído ou dimensionado até o modelo de status (F19) e seu gatilho de ocorrência Sinqia serem definidos. Se reabertura de campos é de fato diferida, o MVP entrega só locking one-way — confirmar se aceitável para o workflow de analista/comitê, pois restringe ciclos de correção."
G0701,Source Conflict,"Person Accounts está de fato desabilitado, ou já habilitado? O fit/gap diz Person Accounts DESABILITADO, mas a arquitetura de solução descreve a etapa de Captação já construída incluindo 'conversão Lead→Person Account' em produção. Ambos não podem ser verdade — uma conversão Lead→Person Account não roda com Person Accounts desabilitado.",Conflito de maior prioridade — determina se a habilitação irreversível org-wide é um passo net-new que esta epica executa (com ensaio full-copy) ou fato consumado que o fit/gap capturou desatualizado. Resolver muda tamanho e risco da epica inteira. Confirmar ao vivo na org de prod antes de dimensionar.
G0702,Potential Risk,"Habilitar Person Accounts é irreversível e org-wide. É uma org Unlimited de produção brownfield com 311 Accounts / 205 Contacts e 150 campos custom em Account. Não há rollback depois de habilitado. Há ensaio em sandbox full-copy (não parcial/dev) planejado antes da habilitação em produção, e o impacto em Business Accounts existentes, record types, page layouts e reports foi avaliado?","Mudança de plataforma irreversível numa org de crédito ao vivo. Habilitar PA rewira o modelo Account/Contact e não pode ser desfeito; um erro é uma org re-provisionada. Ensaio full-copy é o único jeito de validar contra volume/forma de dados reais. Pré-requisito duro, não task de build."
G0703,Logical Gap,"O modelo de lending nativo FSC realmente serve crédito não-residencial? A epica adota ResidentialLoanApplication + LoanApplicant/Income/Employment/Liability/Asset, mas a Desenvolve SP origina crédito business, PF/PJ e rural (Agro) via cooperativas — não hipotecas residenciais. Alguém confirmou que os objetos nativos orientados a hipoteca residencial mapeiam limpo sobre esse domínio, versus serem um mismatch de categoria forçado na forma errada?","O fit/gap classifica esta frente Alto esforço / Alto risco (3-5 sprints), 'maior incerteza'. Se o modelo nativo não serve o domínio, o modelo custom CreditApplication__c existente pode ser o alvo correto e a premissa de adoção enfraquece. Dirige a maior incerteza única da epica — validar fit antes de comprometer a fundação."
G0704,Ambiguity,"Digital Lending é requerido para usar o modelo nativo de lending, e as licenças Industries são contratualmente permanentes? O relatório nota adoção do modelo nativo 'possivelmente ligada ao Digital Lending', cujos seats estão Active mas cujas capacidades são 'não verificadas'. Há ação aberta: seats Active confirmam disponibilidade técnica, NÃO permanência contratual das licenças Industries (podem ser provisioning transitório).","Pré-requisito de comprometimento de roadmap explicitamente sinalizado na fonte: 'validar antes de comprometer roadmap'. Se Digital Lending é requerido e a licença não é baseline permanente, toda a fundação corre risco de precisar de um add-on que a No Add-on Policy do projeto exclui."
G0705,Missing Requirement,"Qual a estratégia de migração/coexistência para aplicações de crédito em andamento durante a troca de modelo? Os objetos nativos de lending têm 0 registros hoje enquanto a jornada viva roda em CreditApplication__c (68), Lead (10.105), Simulacao__c (381, a desativar) e Parcela__c (14.356, a desativar). A regra de no-regression exige que o simulador/jornada existente siga funcionando até um cutover explícito. Não existe abordagem definida para migrar ou dual-run aplicações em andamento.","Adotar uma fundação 'do zero' sob mandato de no-regression implica janela de coexistência dual-model e plano de migração de dados para aplicações abertas — nenhum está escopado. Sem isso, ou tomadores em andamento quebram no cutover ou os dois modelos divergem."
G0706,Potential Risk,"O impacto no modelo de sharing de habilitar Person Accounts foi revalidado? O design é OWD-private em dados de crédito com visibilidade de cooperativa/empresa via Apex Managed Sharing (sharing sets nativos não atravessam as relações laterais ACR/AAR), mais sharing mínimo + review de FLS para o simulador guest. Habilitar Person Accounts muda a arquitetura de sharing (um PA carrega sharing de Account e Contact), o que pode invalidar as suposições de managed-sharing e guest-access existentes.","Habilitação de Person Accounts e o modelo de sharing custom interagem. O Apex Managed Sharing para cooperativas, a superfície do simulador guest e o FLS em 150 campos custom de Account precisam ser re-revisados contra o comportamento PA. Se perdido aqui, surge como defeito de exposição de dados ou access-denied tarde em cada um dos 6 pilares que esta fundação sustenta."
G0707,Ambiguity,"Qual a profundidade real de escopo de ARC / Action Plans? A epica diz 'a nível de configuração' (config-only), mas o fit/gap marca Actionable Relationship Center / Action Plans como GAP e 'oportunidade futura para estruturação de documentos/garantias' — não requisito comprometido. Nenhum requisito define o que ARC ou Action Plans devem fazer (quais relações exibir, quais templates de documento/garantia), então a fronteira config-vs-customização é indefinida.","Não pode ser dimensionado sem definição. 'Config-only' pode significar de habilitar o recurso a autorar dúzias de templates de Action Plan com tarefas e checklists de documento. Ambíguo, é padding ou backlog escondido de customização. Confirmar se ARC/Action Plans estão nesta epica ou diferidos."
G0708,Missing Requirement,"Quem é dono da nova config-metadata FSC, e como é buildada/testada/revisada? O pipeline atual é code-centric (SF CLI source-driven + Git com gates de regressão por release), mas esta epica introduz config/metadata que precisa do próprio caminho de build/test/review — Person Accounts, o modelo de lending, ARC/Action Plans (e adjacentes DecisionTable/PCM). O relatório sinaliza isso como frente distinta ('Pipeline / governança de metadados novos'). Ownership no brownfield multi-fornecedor (Salesforce PS = SF Core; Evertec/Comtech/MuleSoft/DSP-Prodesp) é indefinido.","Gap de governança numa org de produção compartilhada multi-fornecedor. Sem pipeline de config-metadata definido e dono nomeado por superfície de config, mudanças nesta fundação transversal podem ser feitas fora dos gates de regressão e colidir entre fornecedores. Liga à conversa aberta de governança do comprador sobre a operação dual Salesforce+Sinqia."
G0801,Ambiguity,"O pricing de produto de crédito (taxas, tarifas, spreads) é modelado nativamente em PCM/Salesforce Pricing, ou todo pricing/amortização fica no Sinqia? O relatório diz que a amortização fica no core banking via MuleSoft (OpportunityLineItem + payload de evento), mas Salesforce Pricing Design/Run Time está licenciado (50/50 seats). A frente PCM é escopada como catálogo + atributos classificados apenas — profundidade de pricing nativo indefinida.","Se o cliente espera modelagem de preço nativa, a frente 'Produto→PCM Alto (2-3 sprints)' expande. Confirmar a fronteira de pricing antes de dimensionar."
G0802,Missing Requirement,Não existe mapa de equivalência campo-a-campo dos 117 campos custom de Product2 (e os 32 registros de EnquadramentoProduto__c) para PCM ProductClassification + AttributeDefinition + AttributeCategory + ProductSellingModel. O relatório sinaliza explicitamente que a extensão custom pesada 'merece revisão de equivalência' — alguns campos podem não ter casa PCM limpa.,"Risco de sizing na frente de maior esforço. Campos sem alvo de atributo nativo viram customização residual ou decisões KEEP, e podem empurrar a estimativa de 2-3 sprints para cima. Precisa de workshop de mapeamento antes de comprometer."
G0803,Potential Risk,"DecisionTable executa corretamente e com performance no contexto guest/Community do simulador público? Regras de elegibilidade rodam para usuários de portal não autenticados; BRE Runtime for Communities está licenciado (52.000 seats), mas o relatório escolheu DecisionTable sobre ExpressionSet por rastreabilidade sem confirmar comportamento de runtime em contexto guest para o simulador público.","Se DecisionTable não roda limpo em contexto guest, o simulador público quebra ou força fallback para ExpressionSet — mudando a forma de 'Elegibilidade→DecisionTable Médio (1-2 sprints)'. Validar num spike."
G0804,Logical Gap,"DecisionTable captura a lógica completa de elegibilidade, incluindo as janelas de validade de Enquadramento__c ('framing de elegibilidade c/ janela de validade')? O relatório mapeia a matriz faturamento×porte limpo para DecisionTable mas nota que Enquadramento carrega validade temporal — DecisionTable é matriz estática e pode não expressar janelas de validade nativamente.","Gap de fidelidade de regra. Elegibilidade com janela temporal pode requerer ExpressionSet (a opção que o relatório deliberadamente diferiu) ou lógica suplementar, ampliando a frente BRE e revertendo a decisão DecisionTable-sobre-ExpressionSet."
G0805,Potential Risk,"Qual o impacto de sharing/visibilidade de transformar Instituicao__c (25 instituições financeiras internas, chaveadas ao Sinqia) em registros Account 'Business Account' que agora coexistem com Accounts de tomador (PF/PJ/cooperativas, 311 registros / 150 campos custom / 3 record types) numa org Experience Cloud? OWD, sharing rules, visibilidade guest/community, list views e reports referenciando Instituicao__c todos precisam redesign para que usuários externos do portal nunca vejam registros de instituição internos.","O relatório chama isso 'migração leve' (Baixo, 0.5-1 sprint) mas esse escopo cobre Record Type + migração de chave + refactor de referência, não o redesign de sharing/exposição num portal público ao vivo. Risco de exposição de dados se subdimensionado."
G0806,Potential Risk,"A squad de migração já tem fluência FSC Industries (PCM, BRE/DecisionTable, Context Service)? A ROM assume squad dedicada 'já com domínio de FSC/Industries' e afirma que o esforço na frente de elegibilidade é 'dominado por aprendizado do motor de regras'.","O relatório prescreve multiplicador de 1,3-1,8x sobre todo o range de 8-14 sprints (ou 5-9 sem lending nativo) quando não há experiência FSC Industries prévia. Esse fator sozinho pode mover a estimativa materialmente — confirmar composição do time ou carregar o multiplicador explicitamente."
G0807,Source Conflict,"As Industries Permission Set Licenses (PCM, BRE, Salesforce Pricing, Digital Lending, Unified Catalog) são contratualmente permanentes na baseline, ou provisioning transitório? Seats Active na org de prod confirmam disponibilidade técnica e reconciliam a 'No Add-on Policy' do projeto, mas o relatório deixa a confirmação contratual como ação aberta a fechar antes de comprometer o roadmap.","Todo o caminho nativo de E08 repousa nessas licenças. Se não forem baseline permanente, adoção PCM/BRE está bloqueada e o modelo de objeto custom deve permanecer. Dependência de governança de maior prioridade — validar com o time de licenciamento antes de comprometer o roadmap."
